eng,fr,id,llm alignment result,group
Their visits to Mrs. Philips were now productive of the most interesting intelligence.,"Les visites a Mrs. Phillips devenoient maintenant du plus grand interet, chaque jour ajoutoit quelque chose a ce qu'elles savoient deja du nom et de l'histoire de chaque officier.","[343, 348]",aligned,31
Every day added something to their knowledge of the officers' names and connections.,(No direct equivalent in text),"[343, 348]",not aligned,31
"Their lodgings were not long a secret, and at length they began to know the officers themselves.","Elles n'ignorerent pas long-temps leurs logemens, et enfin elles eurent le bonheur de faire connoissance avec les officiers eux-memes, Mr. Phillips leur fit visite a tous, et ouvrit ainsi a ses nieces une source de felicites, auparavant inconnue.","[343, 348]",aligned,31
"Mr. Philips visited them all, and this opened to his nieces a source of felicity unknown before.",(Partially covered in previous sentence),"[343, 348]",aligned,31
"They could talk of nothing but officers; and Mr. Bingley's large fortune, the mention of which gave animation to their mother, was worthless in their eyes when opposed to the regimentals of an ensign.","Elles ne s'entretenoient plus que des officiers ; et la grande fortune de Mr. Bingley, dont la seule idee suffisoit pour animer leur mere, disparoissoit a leurs yeux devant l'uniforme d'un simple enseigne.","[343, 348]",aligned,31
(No direct equivalent in text),"Un matin apres avoir ete temoin de leurs transports sur ce sujet-la, Mr.","[343, 348]",not aligned,31
"""If my children are silly I must hope to be always sensible of it.""","'-- Si mes enfans sont ridicules, j'espere que je m'en apercevrai toujours.'","[354, 356]",aligned,32
"""Yes--but as it happens, they are all of them very clever.""",'-- Mais s'ils ne le sont pas ? ~~~ Si au contraire ils sont remplis d'esprit ?',"[354, 356]",aligned,32
"""This is the only point, I flatter myself, on which we do not agree.""",'-- C'est le seul point sur lequel nous ne soyons pas d'accord.',"[354, 356]",aligned,32
I remember the time when I liked a red coat myself very well--and indeed so I do still at my heart;,"Je me souviens tres-bien moi-meme, du temps ou j'aimois beaucoup les habits rouges[1] ; et en verite, dans le fond de mon coeur, je les aime encore.","[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"and if a smart young colonel, with five or six thousand a year, should want one of my girls, I shall not say nay to him;","Si un jeune et brillant colonel de vingt-six ans, avec mille livres de rente, me demandoit une de mes filles, je ne la lui refuserois point.","[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"and I thought Colonel Forster looked very becoming the other night at Sir William's in his regimentals.""","Je trouvois que le colonel Forster, avoit tres bonne facon dans son uniforme, l'autre jour chez Sir Williams.","[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"""Mama,"" cried Lydia, ""my aunt says that Colonel Forster and Captain Carter do not go so often to Miss Watson's as they did when they first came;","-- Maman, s'ecria Lydie, ma tante dit que maintenant le colonel Forster et le capitaine Carter, ne vont plus si souvent chez Mistriss Watson ;","[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"she sees them now very often standing in Clarke's library.""",elle les voit beaucoup dans le cabinet de lecture de Clarke.,"[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
Mrs. Bennet was prevented replying by the entrance of the footman with a note for Miss Bennet;,"L'arrivee d'un laquais empecha Mistriss Bennet de repondre, il apportoit un billet pour Miss Bennet, et venoit de Netherfield ;","[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"it came from Netherfield, and the servant waited for an answer.",il demandoit une reponse.,"[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"Mrs. Bennet's eyes sparkled with pleasure, and she was eagerly calling out, while her daughter read, ""Well, Jane, who is it from?","Les yeux de Mistriss Bennet brilloient de plaisir, et ne laissant pas le temps a sa fille de lire, elle lui demandoit : -- Eh bien, Jane, de qui est-ce ?","[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
what is it about?,Que dit-il ?,"[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
what does he say?,(No direct equivalent in text),"[359, 361, 363, 364, 366, 368, 369, 371, 373]",not aligned,33
"Well, Jane, make haste and tell us;","Allons Jane, depechez-vous et dites-nous ?...","[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"make haste, my love.""",depechez-vous donc mon ange !,"[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"""It is from Miss Bingley,"" said Jane, and then read it aloud. ""My dear Friend, ""If you are not so compassionate as to dine to-day with Louisa and me, we shall be in danger of hating each other for the rest of our lives, for a whole day's t?te-?-t?te between two women can never end without a quarrel.","-- C'est de Miss Bingley, et elle lut a haute voix, ce qui suit : Ma chere amie. << Si vous n'etes pas assez complaisante pour venir diner aujourd'hui avec nous, nous courons le risque, Louisa et moi, de nous hair le reste de notre vie ; car un jour entier passe en tete a tete entre deux femmes, ne peut pas finir sans une querelle. Venez donc aussitot que vous aurez lu ce billet ;","[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
Come as soon as you can on the receipt of this.,(No direct equivalent in text),"[359, 361, 363, 364, 366, 368, 369, 371, 373]",not aligned,33
My brother and the gentlemen are to dine with the officers.,mon frere et nos Messieurs sont alles diner avec les officiers.,"[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"Yours ever, ""CAROLINE BINGLEY.""",">> Votre affectionnee, Caroline Bingley.","[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"""With the officers!"" cried Lydia.","-- Avec les officiers ! s'ecria Lydie,","[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"I wonder my aunt did not tell us of _that_.""",je suis surprise que ma tante ne nous l'ait pas dit.,"[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"""Dining out,"" said Mrs. Bennet, ""that is very unlucky.""","-- Il dine dehors, dit Mistriss Bennet, c'est tres-facheux.","[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"""Can I have the carriage?"" said Jane.",-- Puis-je avoir la voiture ? dit Jane.,"[359, 361, 363, 364, 366, 368, 369, 371, 373]",aligned,33
"""Oh! but the gentlemen will have Mr. Bingley's chaise to go to Meryton; and the Hursts have no horses to theirs.""","'-- Oh ! ces Messieurs ont surement pris la voiture de Mr. Bingley, pour aller diner a Meryton, et les Hurst n'ont point de chevaux.'","[376, 383, 386]",aligned,34
"""I had much rather go in the coach.""",'-- Mais je prefererois aller en voiture.',"[376, 383, 386]",aligned,34
"""But, my dear, your father cannot spare the horses, I am sure. They are wanted in the farm, Mr. Bennet, are not they?""","'-- Je suis sure ma chere, que votre pere ne peut pas vous donner les chevaux, ils sont employes a la ferme, n'est ce pas, Mr. Bennet ?'","[376, 383, 386]",aligned,34
"""They are wanted in the farm much oftener than I can get them.""","'-- Je les donne bien souvent, lors-meme qu'ils sont employes a la ferme.'","[376, 383, 386]",aligned,34
"""But if you have got them to-day,"" said Elizabeth, ""my mother's purpose will be answered.""","'-- Mais si vous les donniez aujourd'hui, dit Elisabeth, le plan de ma mere seroit manque.'","[376, 383, 386]",aligned,34
"""She did at last extort from her father an acknowledgment that the horses were engaged.""","'Elle parvint ainsi, a faire prononcer a son pere que les chevaux etoient occupes ;'","[376, 383, 386]",aligned,34
"""Jane was therefore obliged to go on horseback, and her mother attended her to the door with many cheerful prognostics of a bad day.""",'par consequent Jane fut obligee d'aller a cheval ; sa mere l'accompagna jusqu'a la porte en predisant gaiement le mauvais temps.',"[376, 383, 386]",aligned,34
"""Her hopes were answered; Jane had not been gone long before it rained hard.""","'Ses esperances furent bientot realisees. Jane venoit de partir, lorsqu'une grosse pluie commenca a tomber ;'","[376, 383, 386]",aligned,34
"""Her sisters were uneasy for her, but her mother was delighted.""","'ses soeurs etoient inquietes, mais sa mere etoit ravie.'","[376, 383, 386]",aligned,34
"""The rain continued the whole evening without intermission; Jane certainly could not come back.""","'La pluie continua sans interruption toute la soiree, certainement Jane ne pouvoit pas revenir !'","[376, 383, 386]",aligned,34
Breakfast was scarcely over when a servant from Netherfield brought the following note for Elizabeth:,"Le dejeuner etoit a peine fini, qu'un domestique de Netherfield arriva, apportant le billet suivant pour Elisabeth.","[389, 399, 401, 402, 406]",aligned,35
"""My dearest Lizzy,""","Ma chere Lizzy,","[389, 399, 401, 402, 406]",aligned,35
"""I FIND myself very unwell this morning, which, I suppose, is to be imputed to my getting wet through yesterday.","<< Je suis tres-incommodee ce matin, et je dois l'attribuer a ce que j'ai ete mouillee hier.","[389, 399, 401, 402, 406]",aligned,35
My kind friends will not hear of my returning home till I am better.,"Mes bons amis ne veulent pas entendre parler de me laisser retourner a la maison, avant que je sois mieux,","[389, 399, 401, 402, 406]",aligned,35
"They insist also on my seeing Mr. Jones--therefore do not be alarmed if you should hear of his having been to me--and excepting a sore-throat and head-ache there is not much the matter with me.""","ils insistent aussi pour que je voie Mr. Jones, ainsi vous ne serez pas inquiets si vous apprenez qu'il est venu me voir, je n'ai absolument que mal a la gorge et mal a la tete. >>","[389, 399, 401, 402, 406]",aligned,35
"""Yours, &c.""","Votre, etc. --","[389, 399, 401, 402, 406]",aligned,35
"""Well, my dear,"" said Mr. Bennet, when Elizabeth had read the note aloud,","Eh bien ! ma chere, dit Mr. Bennet, lorsqu'Elisabeth eut fini de lire ce billet,","[389, 399, 401, 402, 406]",aligned,35
"""if your daughter should have a dangerous fit of illness, if she should die, it would be a comfort to know that it was all in pursuit of Mr. Bingley, and under your orders.""","si votre fille a une maladie dangereuse, et si elle en meurt, ce sera une consolation pour vous de savoir, qu'elle l'a prise en courant apres Mr. Bingley, et par vos ordres.","[389, 399, 401, 402, 406]",aligned,35
~~~,~~~,"[389, 399, 401, 402, 406]",aligned,35
"""Oh! I am not at all afraid of her dying.","Oh ! ~~~ je ne crains pas qu'elle en meure,","[389, 399, 401, 402, 406]",aligned,35
People do not die of little trifling colds.,on ne meurt pas pour un petit coup de froid.,"[389, 399, 401, 402, 406]",aligned,35
She will be taken good care of.,"Elle sera soignee,","[389, 399, 401, 402, 406]",aligned,35
"As long as she stays there, it is all very well.",tout ira bien tant qu'elle restera la ;,"[389, 399, 401, 402, 406]",aligned,35
"I would go and see her, if I could have the carriage.""",j'irai la voir si je puis avoir la voiture.,"[389, 399, 401, 402, 406]",aligned,35
"Elizabeth, feeling really anxious, was determined to go to her, though the carriage was not to be had; and as she was no horse-woman, walking was her only alternative.","Elisabeth qui etoit reellement inquiete de sa soeur, etoit decidee a aller la voir, quoiqu'elle ne put pas avoir la voiture, et comme elle ne savoit pas monter a cheval, elle n'avoit d'autre parti a prendre que celui d'y aller a pied.","[389, 399, 401, 402, 406]",aligned,35
She declared her resolution.,Elle declara son intention.,"[389, 399, 401, 402, 406]",aligned,35
"""How can you be so silly,"" cried her mother, ""as to think of such a thing, in all this dirt!","""Comment pouvez-vous avoir cette idee, s'ecria sa mere : avec une telle boue !","[389, 399, 401, 402, 406]",aligned,35
"You will not be fit to be seen when you get there.""",Vous ne serez pas en etat de vous montrer lorsque vous arriverez.,"[389, 399, 401, 402, 406]",aligned,35
"""I shall be very fit to see Jane--which is all I want.""","""Mais je serai bien en etat de voir c'est tout ce que je veux.","[389, 399, 401, 402, 406]",aligned,35
"""Is this a hint to me, Lizzy,"" said her father, ""to send for the horses?""","""Est-ce une maniere de m'insinuer que je dois vous preter les chevaux, Lizzy ? dit son pere.","[389, 399, 401, 402, 406]",aligned,35
"""No, indeed. I do not wish to avoid the walk.","""Non en verite, je ne crains point de faire cette promenade ;","[389, 399, 401, 402, 406]",aligned,35
"~~~ The distance is nothing, when one has a motive; only three miles.","la distance n'est rien, lorsqu'on a un but ; il n'y a que trois milles,","[389, 399, 401, 402, 406]",aligned,35
"~~~ I shall be back by dinner.""",je serai de retour pour diner.',"[389, 399, 401, 402, 406]",aligned,35
"""We will go as far as Meryton with you,"" said Catherine and Lydia.","'-- Nous irons avec vous, jusqu'a Meryton, s'ecrierent Catherine et Lydie ;","[408, 410]",aligned,36
"Elizabeth accepted their company, and the three young ladies set off together.","Elisabeth accepta leur compagnie, et les trois jeunes personnes partirent ensemble.","[408, 410]",aligned,36
"""If we make haste,"" said Lydia, as they walked along, ""perhaps we may see something of Captain Carter before he goes.""","-- Si nous allons vite, disoit Lydie, tout en marchant, nous pourrons peut-etre encore voir le capitaine Carter, avant qu'il parte.","[408, 410]",aligned,36
In Meryton they parted;,"A Meryton, elles se separerent ;","[408, 410]",aligned,36
"the two youngest repaired to the lodgings of one of the officers' wives,","les deux plus jeunes allerent chez la femme d'un officier, dont elles s'etoient deja fait une amie,","[408, 410]",aligned,36
"and Elizabeth continued her walk alone, crossing field after field at a quick pace, jumping over stiles and springing over puddles with impatient activity, and finding herself at last within view of the house, with weary ancles, dirty stockings, and a face glowing with the warmth of exercise.","et Elisabeth continua seule sa route, traversant les champs d'un pas precipite, sautant par dessus les haies et les ruisseaux avec une impatiente vivacite ; elle arriva enfin tres-fatiguee, ses bas crottes, et avec un teint anime par l'exercice.","[408, 410]",aligned,36
"When breakfast was over, they were joined by the sisters; and Elizabeth began to like them herself, when she saw how much affection and solicitude they shewed for Jane.","Lorsque le dejeuner fut fini, les deux soeurs les rejoignirent, Elisabeth commenca a les aimer un peu plus, lorsqu'elle vit combien de tendresse et d'attention elles temoignoient a Jane.","[420, 422]",aligned,37
"The apothecary came, and having examined his patient, said, as might be supposed, that she had caught a violent cold, and that they must endeavour to get the better of it;","Le medecin arriva, et ayant interroge la malade, il prononca, comme on l'avoit bien suppose, qu'elle avoit un violent coup de froid.","[420, 422]",aligned,37
"advised her to return to bed, and promised her some draughts.","Il lui conseilla de se remettre au lit, et promit de lui envoyer quelques potions.","[420, 422]",aligned,37
"The advice was followed readily, for the feverish symptoms increased, and her head ached acutely.","Son conseil fut promptement suivi, car la fievre augmentant, elle souffroit beaucoup de la tete.","[420, 422]",aligned,37
"When the clock struck three, Elizabeth felt that she must go; and very unwillingly said so.","Quand trois heures sonnerent, Elisabeth pensa qu'elle devoit partir et le dit avec chagrin.","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"Miss Bingley offered her the carriage, and she only wanted a little pressing to accept it,","Miss Bingley lui offrit la voiture, mais la pressa faiblement de l'accepter.","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"when Jane testified such concern in parting with her, that Miss Bingley was obliged to convert the offer of the chaise into an invitation to remain at Netherfield for the present.","Alors Jane temoigna tant de peine de voir partir sa soeur, que Miss Bingley fut obligee de changer l'offre de la voiture en une invitation de rester a Netherfield ;","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"Elizabeth most thankfully consented, and a servant was dispatched to Longbourn to acquaint the family with her stay, and bring back a supply of clothes.","Elisabeth l'accepta avec reconnoissance, et un domestique fut envoye a Longbourn, pour dire qu'elle n'y retournoit pas, et pour lui rapporter les vetemens qui lui etoient necessaires.","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
CHAPTER VIII.,* * * CHAPITRE VIII.,"[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"At five o'clock the two ladies retired to dress, and at half past six Elizabeth was summoned to dinner.","A cinq heures, les deux dames se retirerent pour faire leur toilette, et a six et demie, on vint avertir Elisabeth que le diner etoit servi ;","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"To the civil enquiries which then poured in, and amongst which she had the pleasure of distinguishing the much superior solicitude of Mr. Bingley's, she could not make a very favourable answer.","elle descendit, et put repondre d'une maniere satisfaisante, aux obligeantes questions qu'on lui fit sur l'etat de sa soeur, questions parmi lesquelles elle eut le plaisir de distinguer celles de Mr. ~~~ Bingley, qui temoignoit encore plus de sollicitude que les autres.","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
Jane was by no means better.,"Jane etoit vraiment mieux. (This is a contradiction, but the closest match)","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"The sisters, on hearing this, repeated three or four times how much they were grieved, how shocking it was to have a bad cold, and how excessively they disliked being ill themselves; and then thought no more of the matter:","Les deux dames de Netherfield apres avoir repete plusieurs fois, combien elles etoient desolees qu'elle eut pris ce rhume, combien elles craindroient elles-memes d'etre malades, etc, etc, n'y penserent plus ;","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"and their indifference towards Jane when not immediately before them, restored Elizabeth to the enjoyment of all her original dislike.","et leur indifference pour Jane lorsqu'elle n'etoit plus sous leurs yeux, permit a Elisabeth de se livrer, de nouveau, a l'eloignement qu'elle avoit d'abord ressenti pour elles.","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"Their brother, indeed, was the only one of the party whom she could regard with any complacency.",Leur frere etoit dans le fait la seule personne qu'elle put voir avec plaisir.,"[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"His anxiety for Jane was evident, and his attentions to herself most pleasing, and they prevented her feeling herself so much an intruder as she believed she was considered by the others.","Sa sollicitude pour Jane se montroit visiblement, et ses attentions pour elle-meme, l'empecherent de se trouver aussi deplacee que les autres le pensoient :","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
She had very little notice from any but him.,lui seul s'occupoit d'elle.,"[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"Miss Bingley was engrossed by Mr. Darcy, her sister scarcely less so;","Miss Bingley etoit entierement distraite par M. Darcy, sa soeur ne l'etoit guere moins.","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"and as for Mr. Hurst, by whom Elizabeth sat, he was an indolent man, who lived only to eat, drink, and play at cards, who when he found her prefer a plain dish to a ragout, had nothing to say to her.","Mr. ~~~ Hurst, a cote de qui Elisabeth etoit placee, etoit un homme indolent, qui ne vivoit que pour manger, boire et jouer, et lorsqu'il vit qu'elle preferoit des mets simples a des plats plus recherches, il n'eut plus rien a lui dire.","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"When dinner was over, she returned directly to Jane, and Miss Bingley began abusing her as soon as she was out of the room.","Elisabeth retourna vers Jane immediatement apres le diner ; aussitot qu'elle fut sortie de la chambre, Miss Bingley commenca a se moquer d'elle ;","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"Her manners were pronounced to be very bad indeed, a mixture of pride and impertinence; she had no conversation, no style, no taste, no beauty.","elle decida qu'il y avoit dans sa contenance un melange d'orgueil et d'impertinence ; qu'elle n'avoit ni conversation, ni gout, ni beaute ;","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"Mrs. Hurst thought the same, and added, ""She has nothing, in short, to recommend her, but being an excellent walker.","Mistriss Hurst pensoit de meme, et ajouta : Elle n'a rien en sa faveur, si ce n'est qu'elle marche bien ;","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"I shall never forget her appearance this morning. She really looked almost wild.""","je n'oublierai jamais son entree de ce matin, elle avoit presque l'air d'une femme echappee de quelque horde de sauvages.","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"""She did indeed, Louisa. I could hardly keep my countenance. Very nonsensical to come at all! Why must _she_ be scampering about the country, because her sister had a cold? Her hair so untidy, so blowsy!""","-- C'est parfaitement vrai, Louisa, j'avois toutes les peines du monde a garder mon serieux. Quelle sottise de venir ici ! Avait-elle besoin de courir a travers champs, parce que sa soeur avoit pris un coup de froid ? Avec ses cheveux detaches et ebouriffes !","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"""Yes, and her petticoat; I hope you saw her petticoat, six inches deep in mud, I am absolutely certain; and the gown which had been let down to hide it, not doing its office.""","-- Oui, et sa jupe ! j'espere que vous avez vu sa jupe, qui avoit, j'en suis sure, au moins six pouces de boue ; sa robe qu'elle avoit laissee retomber par-dessus pour la cacher, ne remplissoit pas trop bien son devoir.","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"""Your picture may be very exact, Louisa,"" said Bingley; ""but this was all lost upon me. I thought Miss Elizabeth Bennet looked remarkably well, when she came into the room this morning. Her dirty petticoat quite escaped my notice.""","-- Votre description peut etre tres-exacte, Louisa, dit Mr. Bingley, mais tout cela a ete perdu pour moi ; je trouvois Miss Elisabeth extremement bien, lorsqu'elle est arrivee ce matin ; sa jupe crottee ne m'a point frappe.","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"""_You_ observed it, Mr. Darcy, I am sure,"" said Miss Bingley; ""and I am inclined to think that you would not wish to see _your sister_ make such an exhibition.""","-- Vous l'auriez observee, je suis sure, Mr. Darcy ; je penche a croire, que vous ne voudriez pas voir votre soeur faire une pareille escapade.","[424, 426, 427, 430, 431, 434, 435, 443, 447]",aligned,38
"A short pause followed this speech, and Mrs. Hurst began again.",Un court silence suivit cette reponse ; Mistriss Hurst reprit la parole.,"[454, 459]",aligned,39
"""I have an excessive regard for Jane Bennet, she is really a very sweet girl, and I wish with all my heart she were well settled.","J'aime beaucoup Jane Bennet, c'est une charmante fille, que je souhaite de tout mon coeur de voir bien etablie ;","[454, 459]",aligned,39
"But with such a father and mother, and such low connections, I am afraid there is no chance of it.""","mais je crains qu'avec un tel pere, une telle mere, et des relations si peu relevees, elle n'ait pas beaucoup de chances en sa faveur.","[454, 459]",aligned,39
"""I think I have heard you say, that their uncle is an attorney in Meryton.""","Je crois avoir entendu dire, qu'elles ont un oncle avocat a Meryton.","[454, 459]",aligned,39
"""Yes; and they have another, who lives somewhere near Cheapside.""","Oui, et elles en ont un autre, qui demeure a Londres, dans quelqu'endroit pres de Cheap-side.","[454, 459]",aligned,39
"""That is capital,"" added her sister, and they both laughed heartily.","Oh ! celui-la, c'est le personnage le plus considere de toute la famille. Et elles se mirent a rire aux eclats.","[454, 459]",aligned,39
"On entering the drawing-room she found the whole party at loo, and was immediately invited to join them; but suspecting them to be playing high she declined it, and making her sister the excuse, said she would amuse herself for the short time she could stay below with a book.","En entrant dans le salon, elle trouva tout le monde au jeu ; on l'invita a s'y mettre aussi, mais comme elle imagina qu'ils jouoient cher, elle s'y refusa, donnant pour excuse, qu'elle remonteroit bientot vers sa soeur, et dit : qu'elle s'amuseroit a lire pendant le peu de temps qu'elle resteroit en bas.","[465, 469]",aligned,40
Mr. Hurst looked at her with astonishment.,Mr. Hurst la regardoit avec etonnement ;,"[465, 469]",aligned,40
"""Do you prefer reading to cards?"" said he; ""that is rather singular.""","vous preferez la lecture au jeu, dit-il ? C'est singulier !","[465, 469]",aligned,40
"""Miss Eliza Bennet,"" said Miss Bingley, ""despises cards. She is a great reader and has no pleasure in anything else.""","Miss Elisa Bennet dedaigne les cartes, dit Miss Bingley : elle lit beaucoup, et ne prend aucun plaisir a autre chose.","[465, 469]",aligned,40
"""And I wish my collection were larger for your benefit and my own credit; but I am an idle fellow, and though I have not many, I have more than I ever look into.""","'-- J'aurois desire, ajouta-t-il, pour votre plaisir et mon propre avantage, qu'elle fut plus considerable ; mais je suis un paresseux, et quoique je n'aie pas beaucoup de livres, j'en ai encore plus que je n'en lis.'","[474, 476]",aligned,41
Elizabeth assured him that she could suit herself perfectly with those in the room.,Elisabeth l'assura que ceux qui etoient dans la chambre lui suffisoient parfaitement.,"[474, 476]",aligned,41
"""I am astonished,"" said Miss Bingley, ""that my father should have left so small a collection of books.""","'-- Je suis etonnee, dit Miss Bingley, que mon pere ait laisse si peu de livres !'","[474, 476]",aligned,41
"""--What a delightful library you have at Pemberley, Mr.""","'~~~ Quelle delicieuse bibliotheque vous avez a Pimberley, M. Darcy.'","[474, 476]",aligned,41
I am sure you neglect nothing that can add to the beauties of that noble place.,Je suis sure que vous ne negligez rien de ce qui peut augmenter les agremens de ce bel endroit.,"[481, 484]",aligned,42
"Charles, when you build _your_ house, I wish it may be half as delightful as Pemberley.","Charles, quand vous batirez votre maison, je souhaite qu'elle soit seulement la moitie aussi belle que Pimberley.","[481, 484]",aligned,42
"""I wish it may.""",-- Je le souhaite aussi. --,"[481, 484]",aligned,42
"""But I would really advise you to make your purchase in that neighbourhood, and take Pemberley for a kind of model.","Mais reellement, je vous conseille d'acheter dans le voisinage, et de prendre Pimberley pour modele.","[481, 484]",aligned,42
"""said Miss Bingley; ""will she be as tall as I am?""","'dit Miss Bingley, sera-t-elle aussi grande que moi ?'","[491, 493]",aligned,43
"""I think she will. She is now about Miss Elizabeth Bennet's height, or rather taller.""","'Je le crois. Elle est a present de la taille de Miss Elisabeth Bennet, plutot un peu plus grande.'","[491, 493]",aligned,43
"""It is amazing to me,"" said Bingley, ""how young ladies can have patience to be so very accomplished, as they all are.""","'-- Je suis toujours etonne, dit Bingley, de la patience que les jeunes personnes doivent avoir, pour parvenir a etre aussi accomplies qu'elles le sont generalement.'","[497, 501]",aligned,44
"""All young ladies accomplished! My dear Charles, what do you mean?""","'-- Vous croyez donc que toutes les jeunes personnes sont accomplies, mon cher Charles ? a quoi pensez-vous ?'","[497, 501]",aligned,44
"""Yes, all of them, I think. They all paint tables, cover skreens and net purses.""","'-- Oui je le crois, elles font toutes de la musique, peignent des ecrans, et font des bourses.'","[497, 501]",aligned,44
"""I scarcely know any one who cannot do all this, and I am sure I never heard a young lady spoken of for the first time, without being informed that she was very accomplished.""","'Je crois que je n'en connois pas une seule qui ne sache faire tout cela ; et je suis sur de n'avoir jamais entendu parler d'une jeune personne, pour la premiere fois, qu'on ne m'ait dit qu'elle etoit accomplie.'","[497, 501]",aligned,44
"""But I am very far from agreeing with you in your estimation of ladies in general.","'Mais je suis tres loin d'etre d'accord avec vous, sur la consideration que vous avez pour les dames en general ;","[503, 505]",aligned,45
"""I cannot boast of knowing more than half a dozen, in the whole range of my acquaintance, that are really accomplished.""","'car je ne puis me vanter de compter parmi toutes mes connoissances, plus d'une demi douzaine de femmes qui soient decidement accomplies.'","[503, 505]",aligned,45
"""""Nor I, I am sure,"" said Miss Bingley.","'-- Ni moi non plus, dit Miss Bingley.'","[503, 505]",aligned,45
"""""Then,"" observed Elizabeth, ""you must comprehend a great deal in your idea of an accomplished woman.""'","'-- D'apres cela, dit Elisabeth, il faut que vous compreniez une foule de choses dans l'idee que vous vous faites d'une femme accomplie ?'","[503, 505]",aligned,45
"""A woman must have a thorough knowledge of music, singing, drawing, dancing, and the modern languages, to deserve the word; and besides all this, she must possess a certain something in her air and manner of walking, the tone of her voice, her address and expressions, or the word will be but half deserved.""","'Une femme, pour meriter cet eloge, doit connoitre a fond la musique, la peinture, la danse, les langues modernes, et en outre, elle doit avoir encore quelque chose dans l'air, les manieres, la demarche, le son de la voix, les expressions sans lesquelles cet eloge ne seroit qu'a moitie merite.'","[509, 511]",aligned,46
"""All this she must possess,"" added Darcy, ""and to all this she must yet add something more substantial, in the improvement of her mind by extensive reading.""","'-- Elle doit y joindre encore, dit Darcy, un esprit cultive par la lecture.'","[509, 511]",aligned,46
"""I am no longer surprised at your knowing _only_ six accomplished women.""","'-- Je ne suis plus surprise alors, s'ecria Elisabeth, que vous ne connoissiez que six femmes accomplies !'","[509, 511]",aligned,46
"""Are you so severe upon your own sex, as to doubt the possibility of all this?""","'-- Seriez-vous assez severe pour votre sexe, pour douter de la possibilite d'une telle reunion ?'","[513, 516]",aligned,47
"""_I_ never saw such a woman. ~~~ _I_ never saw such capacity, and taste, and application, and elegance, as you describe, united.""","'-- Je n'ai jamais vu tant de gout, de capacite, d'instruction et d'elegance, reunis dans une femme au point ou vous l'exigez.'","[513, 516]",aligned,47
"Mrs. Hurst and Miss Bingley both cried out against the injustice of her implied doubt, and were both protesting that they knew many women who answered this description, when Mr. Hurst called them to order, with bitter complaints of their inattention to what was going forward.","'-- Mistriss Hurst et Miss Bingley se recrierent toutes deux contre un doute aussi injurieux, et protesterent qu'elles connoissoient plusieurs femmes qui repondoient parfaitement a cette description, alors Mr. Hurst les rappela a l'ordre, en se plaignant amerement du peu d'attention qu'elles donnoient au jeu ; la conversation cessa, et bientot apres Elisabeth quitta la chambre.'","[513, 516]",aligned,47
"As all conversation was thereby at an end, Elizabeth soon afterwards left the room.",(No direct equivalent in text),"[513, 516]",not aligned,47
