eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences,fr_text,fr_startByte,fr_endByte
booknlp,COREF,40,her,6402,6405,0,14,1,M_132,"However, on the second time round, she came upon a low curtain she had not noticed before, and behind it was a little door about fifteen inches high: she tried the little golden key in the lock, and to her great delight it fitted!","Cependant, ayant fait un second tour, elle apercut un rideau place tres-bas et qu'elle n'avait pas vu d'abord ; par derriere se trouvait encore une petite porte a peu pres quinze pouces de haut ; elle essaya la petite clef d'or a la serrure, et, a sa grande joie, il se trouva qu'elle y allait a merveille.",58,aligned,6798,7104,6200,6430,"Cependant, ayant fait un second tour, elle apercut un rideau place tres-bas et qu'elle n'avait pas vu d'abord ; par derriere se trouvait encore une petite porte a peu pres quinze pouces de haut ; elle essaya la petite clef d'or a la serrure, et, a sa grande joie, il se trouva qu'elle y allait a merveille.","However, on the second time round, she came upon a low curtain she had not noticed before, and behind it was a little door about fifteen inches high: she tried the little golden key in the lock, and to her great delight it fitted!","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 6904, 6907), ('sa', 6981, 6983)]",elle,,
exp,exp_name,alice,Alice,6432,6437,0,15,1,M_133,"Alice opened the door and found that it led into a small passage, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw.","Alice ouvrit la porte, et vit qu'elle conduisait dans un etroit passage a peine plus large qu'un trou a rat. ~~~ Elle s'agenouilla, et, jetant les yeux le long du passage, decouvrit le plus ravissant jardin du monde.",59,aligned,7105,7317,6432,6614,"Alice ouvrit la porte, et vit qu'elle conduisait dans un etroit passage a peine plus large qu'un trou a rat. Elle s'agenouilla, et, jetant les yeux le long du passage, decouvrit le plus ravissant jardin du monde.","Alice opened the door and found that it led into a small passage, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw.",['Alice'],"[('Elle', 7216, 7220)]",Elle,7105,7110
booknlp,COREF,40,she,6531,6534,0,15,1,M_134,"Alice opened the door and found that it led into a small passage, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw.","Alice ouvrit la porte, et vit qu'elle conduisait dans un etroit passage a peine plus large qu'un trou a rat. ~~~ Elle s'agenouilla, et, jetant les yeux le long du passage, decouvrit le plus ravissant jardin du monde.",59,aligned,7105,7317,6432,6614,"Alice ouvrit la porte, et vit qu'elle conduisait dans un etroit passage a peine plus large qu'un trou a rat. Elle s'agenouilla, et, jetant les yeux le long du passage, decouvrit le plus ravissant jardin du monde.","Alice opened the door and found that it led into a small passage, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw.",['elle'],"[('Elle', 7218, 7221)]",Elle,,
booknlp,COREF,40,she,6619,6622,0,15,1,M_135,"How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.","Oh ! ~~~ Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! ~~~ Mais sa tete ne pouvait meme pas passer par la porte.",63,aligned,7318,7515,6615,6908,"Oh ! Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! Mais sa tete ne pouvait meme pas passer par la porte.","How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.",['elle'],"[('lui', 7332, 7334)]",lui,,
booknlp,COREF,40,she,6742,6745,0,15,1,M_136,"How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.","Oh ! ~~~ Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! ~~~ Mais sa tete ne pouvait meme pas passer par la porte.",63,aligned,7318,7515,6615,6908,"Oh ! Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! Mais sa tete ne pouvait meme pas passer par la porte.","How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.",['elle'],"[('lui', 7329, 7332)]",lui,,
booknlp,COREF,40,her,6765,6768,0,15,1,M_137,"How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.","Oh ! ~~~ Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! ~~~ Mais sa tete ne pouvait meme pas passer par la porte.",63,aligned,7318,7515,6615,6908,"Oh ! Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! Mais sa tete ne pouvait meme pas passer par la porte.","How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('sa', 7435, 7437)]",sa,,
booknlp,COREF,40,my,6808,6810,0,15,1,M_138,"How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.","Oh ! ~~~ Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! ~~~ Mais sa tete ne pouvait meme pas passer par la porte.",63,aligned,7318,7515,6615,6908,"Oh ! Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! Mais sa tete ne pouvait meme pas passer par la porte.","How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.","['mon', 'ma', 'mes']","[None, None, None]",,,
exp,exp_name,alice,Alice,6848,6853,0,15,1,M_139,"How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.","Oh ! ~~~ Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! ~~~ Mais sa tete ne pouvait meme pas passer par la porte.",63,aligned,7318,7515,6615,6908,"Oh ! Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! Mais sa tete ne pouvait meme pas passer par la porte.","How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.",['Alice'],"[None, None, None]",,,
booknlp,COREF,40,my,6895,6897,0,15,1,M_140,"How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.","Oh ! ~~~ Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! ~~~ Mais sa tete ne pouvait meme pas passer par la porte.",63,aligned,7318,7515,6615,6908,"Oh ! Qu'il lui tardait de sortir de cette salle tenebreuse et d'errer au milieu de ces carres de fleurs brillantes, de ces fraiches fontaines ! Mais sa tete ne pouvait meme pas passer par la porte.","How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; ""and even if my head would go through,"" thought poor Alice, ""it would be of very little use without my shoulders.","['mon', 'ma', 'mes']","[None, None, None]",,,
booknlp,COREF,40,I,6917,6918,0,15,1,M_141,"Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.","Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope ! Ca se pourrait peut-etre, si je savais comment m'y prendre.",60,aligned,7619,7755,6909,7003,"Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope ! Ca se pourrait peut-etre, si je savais comment m'y prendre.","Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.","['je', ""j'""]","[('je', 7630, 7632), ('je', 7691, 7693)]",je,,
booknlp,COREF,40,I,6924,6925,0,15,1,M_142,"Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.","Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope ! Ca se pourrait peut-etre, si je savais comment m'y prendre.",60,aligned,7619,7755,6909,7003,"Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope ! Ca se pourrait peut-etre, si je savais comment m'y prendre.","Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.","['je', ""j'""]","[('je', 7629, 7631), ('je', 7695, 7697)]",je,,
booknlp,COREF,40,I,6958,6959,0,15,1,M_143,"Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.","Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope ! Ca se pourrait peut-etre, si je savais comment m'y prendre.",60,aligned,7619,7755,6909,7003,"Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope ! Ca se pourrait peut-etre, si je savais comment m'y prendre.","Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.","['je', ""j'""]","[('je', 7631, 7633), ('je', 7690, 7692)]",je,,
booknlp,COREF,40,I,6958,6959,0,15,1,M_143,"I think I could, if I only knew how to begin.""","Ca se pourrait peut-etre, si je savais comment m'y prendre.",65,aligned,7696,7755,6958,7004,"Ca se pourrait peut-etre, si je savais comment m'y prendre.","I think I could, if I only knew how to begin.""","['je', ""j'""]","[('je', 7732, 7734)]",je,,
booknlp,COREF,40,I,6966,6967,0,15,1,M_144,"Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.","Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope ! Ca se pourrait peut-etre, si je savais comment m'y prendre.",60,aligned,7619,7755,6909,7003,"Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope ! Ca se pourrait peut-etre, si je savais comment m'y prendre.","Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.","['je', ""j'""]","[('je', 7629, 7631), ('je', 7689, 7691)]",je,,
booknlp,COREF,40,I,6966,6967,0,15,1,M_144,"I think I could, if I only knew how to begin.""","Ca se pourrait peut-etre, si je savais comment m'y prendre.",65,aligned,7696,7755,6958,7004,"Ca se pourrait peut-etre, si je savais comment m'y prendre.","I think I could, if I only knew how to begin.""","['je', ""j'""]","[('je', 7729, 7731)]",je,,
booknlp,COREF,40,I,6978,6979,0,15,1,M_145,"Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.","Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope ! Ca se pourrait peut-etre, si je savais comment m'y prendre.",60,aligned,7619,7755,6909,7003,"Oh ! que je voudrais donc avoir la faculte de me fermer comme un telescope ! Ca se pourrait peut-etre, si je savais comment m'y prendre.","Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.","['je', ""j'""]","[('je', 7629, 7631), ('je', 7687, 7689)]",je,,
booknlp,COREF,40,I,6978,6979,0,15,1,M_145,"I think I could, if I only knew how to begin.""","Ca se pourrait peut-etre, si je savais comment m'y prendre.",65,aligned,7696,7755,6958,7004,"Ca se pourrait peut-etre, si je savais comment m'y prendre.","I think I could, if I only knew how to begin.""","['je', ""j'""]","[('je', 7728, 7730)]",je,,
exp,exp_name,alice,Alice,7075,7080,0,15,1,M_146,"For, you see, so many out-of-the-way things had happened lately, that Alice had begun to think that very few things indeed were really impossible.",">> Il lui etait deja arrive tant de choses extraordinaires, qu'Alice commencait a croire qu'il n'y en avait guere d'impossibles.",66,aligned,7756,7884,7005,7151,">> Il lui etait deja arrive tant de choses extraordinaires, qu'Alice commencait a croire qu'il n'y en avait guere d'impossibles.","For, you see, so many out-of-the-way things had happened lately, that Alice had begun to think that very few things indeed were really impossible.",['Alice'],"[('Alice', 7830, 7835)]",Alice,7819,7824
booknlp,COREF,40,she,7213,7216,0,16,1,M_147,"There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.","Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. ~~~ Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). ~~~ Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.",67,aligned,7888,8382,7153,7576,"Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.","There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.",['elle'],"[('elle', 7990, 7993), ('elle', 8070, 8073)]",elle,,
booknlp,COREF,40,she,7253,7256,0,16,1,M_148,"There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.","Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. ~~~ Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). ~~~ Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.",67,aligned,7888,8382,7153,7576,"Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.","There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.",['elle'],"[('elle', 7994, 7997), ('elle', 8079, 8082)]",elle,,
exp,exp_name,time,time,7363,7367,22,16,1,M_149,"There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.","Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. ~~~ Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). ~~~ Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.",67,aligned,7888,8382,7153,7576,"Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.","There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.",['temps'],"[('Cette fois', 8181, 8190)]",Cette fois,7931,7936
booknlp,COREF,40,she,7368,7371,0,16,1,M_150,"There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.","Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. ~~~ Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). ~~~ Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.",67,aligned,7888,8382,7153,7576,"Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.","There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.",['elle'],"[('elle', 8005, 8008), ('elle', 8114, 8117)]",elle,,
exp,exp_name,alice,Alice,7446,7451,0,16,1,M_151,"There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.","Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. ~~~ Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). ~~~ Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.",67,aligned,7888,8382,7153,7576,"Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.","There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.",['Alice'],"[None, None, None]",,,
booknlp,COREF,40,ME,7528,7530,0,16,1,M_152,"There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.","Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. ~~~ Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). ~~~ Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.",67,aligned,7888,8382,7153,7576,"Comme cela n'avancait a rien de passer son temps a attendre a la petite porte, elle retourna vers la table, esperant presque y trouver une autre clef, ou tout au moins quelque grimoire donnant les regles a suivre pour se fermer comme un telescope. Cette fois elle trouva sur la table une petite bouteille (qui certes n'etait pas la tout a l'heure). Au cou de cette petite bouteille etait attachee une etiquette en papier, avec ces mots << BUVEZ-MOI >> admirablement imprimes en grosses lettres.","There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (""which certainly was not here before,"" said Alice,) and round the neck of the bottle was a paper label, with the words ""DRINK ME,"" beautifully printed on it in large letters.",['MOI'],"[('MOI', 8314, 8317)]",MOI,8333,8336
exp,exp_name,alice,Alice,7638,7643,0,17,1,M_153,"It was all very well to say ""Drink me,"" but the wise little Alice was not going to do _that_ in a hurry.","C'est bien facile a dire << Buvez-moi, >> mais Alice etait trop fine pour obeir a l'aveuglette.",68,aligned,8386,8481,7578,7682,"C'est bien facile a dire << Buvez-moi, >> mais Alice etait trop fine pour obeir a l'aveuglette.","It was all very well to say ""Drink me,"" but the wise little Alice was not going to do _that_ in a hurry.",['Alice'],"[('Alice', 8432, 8437)]",Alice,8433,8438
booknlp,COREF,40,I,7688,7689,0,17,1,M_154,"""No, I'll look first,"" she said, ""and see whether it's marked '_poison_' or not""; for she had read several nice little histories about children who had got burnt, and eaten up by wild beasts and other unpleasant things, all because they _would_ not remember the simple rules their friends had taught them: such as, that a red-hot poker will burn you if you hold it too long; and that if you cut your finger _very_ deeply with a knife, it usually bleeds; and she had never forgotten that, if you drink much from a bottle marked ""poison,"" it is almost certain to disagree with you, sooner or later.","<< Examinons d'abord, >> dit-elle, << et voyons s'il y a ecrit dessus << Poison >> ou non. ~~~ >> Car elle avait lu dans de jolis petits contes, que des enfants avaient ete brules, devores par des betes feroces, et qu'il leur etait arrive d'autres choses tres-desagreables, tout cela pour ne s'etre pas souvenus des instructions bien simples que leur donnaient leurs parents : par exemple, que le tisonnier chauffe a blanc brule les mains qui le tiennent trop longtemps ; que si on se fait au doigt une coupure profonde, il saigne d'ordinaire ; et elle n'avait point oublie que si l'on boit immoderement d'une bouteille marquee << Poison >> cela ne manque pas de brouiller le coeur tot ou tard.",69,aligned,8482,9175,7683,8279,"<< Examinons d'abord, >> dit-elle, << et voyons s'il y a ecrit dessus << Poison >> ou non. >> 


Car elle avait lu dans de jolis petits contes, que des enfants avaient ete brules, devores par des betes feroces, et qu'il leur etait arrive d'autres choses tres-desagreables, tout cela pour ne s'etre pas souvenus des instructions bien simples que leur donnaient leurs parents : par exemple, que le tisonnier chauffe a blanc brule les mains qui le tiennent trop longtemps ; que si on se fait au doigt une coupure profonde, il saigne d'ordinaire ; et elle n'avait point oublie que si l'on boit immoderement d'une bouteille marquee << Poison >> cela ne manque pas de brouiller le coeur tot ou tard.","""No, I'll look first,"" she said, ""and see whether it's marked '_poison_' or not""; for she had read several nice little histories about children who had got burnt, and eaten up by wild beasts and other unpleasant things, all because they _would_ not remember the simple rules their friends had taught them: such as, that a red-hot poker will burn you if you hold it too long; and that if you cut your finger _very_ deeply with a knife, it usually bleeds; and she had never forgotten that, if you drink much from a bottle marked ""poison,"" it is almost certain to disagree with you, sooner or later.","['je', ""j'""]","[None, None, None]",,,
booknlp,COREF,40,she,7706,7709,0,17,1,M_155,"""No, I'll look first,"" she said, ""and see whether it's marked '_poison_' or not""; for she had read several nice little histories about children who had got burnt, and eaten up by wild beasts and other unpleasant things, all because they _would_ not remember the simple rules their friends had taught them: such as, that a red-hot poker will burn you if you hold it too long; and that if you cut your finger _very_ deeply with a knife, it usually bleeds; and she had never forgotten that, if you drink much from a bottle marked ""poison,"" it is almost certain to disagree with you, sooner or later.","<< Examinons d'abord, >> dit-elle, << et voyons s'il y a ecrit dessus << Poison >> ou non. ~~~ >> Car elle avait lu dans de jolis petits contes, que des enfants avaient ete brules, devores par des betes feroces, et qu'il leur etait arrive d'autres choses tres-desagreables, tout cela pour ne s'etre pas souvenus des instructions bien simples que leur donnaient leurs parents : par exemple, que le tisonnier chauffe a blanc brule les mains qui le tiennent trop longtemps ; que si on se fait au doigt une coupure profonde, il saigne d'ordinaire ; et elle n'avait point oublie que si l'on boit immoderement d'une bouteille marquee << Poison >> cela ne manque pas de brouiller le coeur tot ou tard.",69,aligned,8482,9175,7683,8279,"<< Examinons d'abord, >> dit-elle, << et voyons s'il y a ecrit dessus << Poison >> ou non. >> 


Car elle avait lu dans de jolis petits contes, que des enfants avaient ete brules, devores par des betes feroces, et qu'il leur etait arrive d'autres choses tres-desagreables, tout cela pour ne s'etre pas souvenus des instructions bien simples que leur donnaient leurs parents : par exemple, que le tisonnier chauffe a blanc brule les mains qui le tiennent trop longtemps ; que si on se fait au doigt une coupure profonde, il saigne d'ordinaire ; et elle n'avait point oublie que si l'on boit immoderement d'une bouteille marquee << Poison >> cela ne manque pas de brouiller le coeur tot ou tard.","""No, I'll look first,"" she said, ""and see whether it's marked '_poison_' or not""; for she had read several nice little histories about children who had got burnt, and eaten up by wild beasts and other unpleasant things, all because they _would_ not remember the simple rules their friends had taught them: such as, that a red-hot poker will burn you if you hold it too long; and that if you cut your finger _very_ deeply with a knife, it usually bleeds; and she had never forgotten that, if you drink much from a bottle marked ""poison,"" it is almost certain to disagree with you, sooner or later.",['elle'],"[('elle', 8515, 8518), ('elle', 8730, 8733)]",elle,8511,8515
