eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences,fr_text,fr_startByte,fr_endByte
booknlp,COREF,40,I,33067,33068,0,111,4,M_749,"But I'd better take him his fan and gloves--that is, if I can find them.""","Mais je ferai bien de lui porter ses gants et son eventail ; c'est-a-dire, si je les trouve.",365,aligned,35590,35682,33011,33084,"Mais je ferai bien de lui porter ses gants et son eventail ; c'est-a-dire, si je les trouve.","But I'd better take him his fan and gloves--that is, if I can find them.""","['je', ""j'""]","[('je', 35595, 35597), ('je', 35668, 35670)]",je,35668,35670
booknlp,COREF,40,she,33088,33091,0,111,4,M_750,"'As she said this, she came upon a neat little house, on the door of which was a bright brass plate with the name ""W. RABBIT,"" engraved upon it.'","'Ce disant, elle arriva en face d'une petite maison, et vit sur la porte une plaque en cuivre avec ces mots, << JEAN LAPIN. >>'",373,aligned,35686,35811,33085,33228,"Ce disant, elle arriva en face d'une petite maison, et vit sur la porte une plaque en cuivre avec ces mots, << JEAN LAPIN. >>","As she said this, she came upon a neat little house, on the door of which was a bright brass plate with the name ""W. RABBIT,"" engraved upon it.",['elle'],"[('elle', 35709, 35712)]",elle,35709,35712
booknlp,COREF,40,she,33103,33106,0,111,4,M_751,"'As she said this, she came upon a neat little house, on the door of which was a bright brass plate with the name ""W. RABBIT,"" engraved upon it.'","'Ce disant, elle arriva en face d'une petite maison, et vit sur la porte une plaque en cuivre avec ces mots, << JEAN LAPIN. >>'",373,aligned,35686,35811,33085,33228,"Ce disant, elle arriva en face d'une petite maison, et vit sur la porte une plaque en cuivre avec ces mots, << JEAN LAPIN. >>","As she said this, she came upon a neat little house, on the door of which was a bright brass plate with the name ""W. RABBIT,"" engraved upon it.",['elle'],"[('elle', 35711, 35714)]",elle,35711,35714
booknlp,COREF,40,She,33229,33232,0,111,4,M_752,"'She went in without knocking, and hurried upstairs, in great fear lest she should meet the real Mary Ann, and be turned out of the house before she had found the fan and gloves.'","'Elle monta l'escalier, entra sans frapper, tout en tremblant de rencontrer la vraie Marianne, et d'etre mise a la porte avant d'avoir trouve les gants et l'eventail.'",366,aligned,35812,35977,33229,33406,"Elle monta l'escalier, entra sans frapper, tout en tremblant de rencontrer la vraie Marianne, et d'etre mise a la porte avant d'avoir trouve les gants et l'eventail.","She went in without knocking, and hurried upstairs, in great fear lest she should meet the real Mary Ann, and be turned out of the house before she had found the fan and gloves.",['Elle'],"[('Elle', 35812, 35816)]",Elle,35812,35816
booknlp,COREF,40,she,33300,33303,0,111,4,M_753,"'She went in without knocking, and hurried upstairs, in great fear lest she should meet the real Mary Ann, and be turned out of the house before she had found the fan and gloves.'","'Elle monta l'escalier, entra sans frapper, tout en tremblant de rencontrer la vraie Marianne, et d'etre mise a la porte avant d'avoir trouve les gants et l'eventail.'",366,aligned,35812,35977,33229,33406,"Elle monta l'escalier, entra sans frapper, tout en tremblant de rencontrer la vraie Marianne, et d'etre mise a la porte avant d'avoir trouve les gants et l'eventail.","She went in without knocking, and hurried upstairs, in great fear lest she should meet the real Mary Ann, and be turned out of the house before she had found the fan and gloves.",['elle'],"[('Elle', 35812, 35816), (""d\\'avoir"", 35929, 35935)]",,,
exp,exp_name,mary ann,Mary Ann,33325,33333,36,111,4,M_754,"'She went in without knocking, and hurried upstairs, in great fear lest she should meet the real Mary Ann, and be turned out of the house before she had found the fan and gloves.'","'Elle monta l'escalier, entra sans frapper, tout en tremblant de rencontrer la vraie Marianne, et d'etre mise a la porte avant d'avoir trouve les gants et l'eventail.'",366,aligned,35812,35977,33229,33406,"Elle monta l'escalier, entra sans frapper, tout en tremblant de rencontrer la vraie Marianne, et d'etre mise a la porte avant d'avoir trouve les gants et l'eventail.","She went in without knocking, and hurried upstairs, in great fear lest she should meet the real Mary Ann, and be turned out of the house before she had found the fan and gloves.",['Marie-Anne'],"[('Marianne', 35885, 35893)]",Marianne,35885,35893
booknlp,COREF,40,she,33373,33376,0,111,4,M_755,"'She went in without knocking, and hurried upstairs, in great fear lest she should meet the real Mary Ann, and be turned out of the house before she had found the fan and gloves.'","'Elle monta l'escalier, entra sans frapper, tout en tremblant de rencontrer la vraie Marianne, et d'etre mise a la porte avant d'avoir trouve les gants et l'eventail.'",366,aligned,35812,35977,33229,33406,"Elle monta l'escalier, entra sans frapper, tout en tremblant de rencontrer la vraie Marianne, et d'etre mise a la porte avant d'avoir trouve les gants et l'eventail.","She went in without knocking, and hurried upstairs, in great fear lest she should meet the real Mary Ann, and be turned out of the house before she had found the fan and gloves.",['elle'],"[('Elle', 35812, 35816), ('elle', 35919, 35923)]",,,
exp,exp_name,alice,Alice,33430,33435,0,112,4,M_756,"""How queer it seems,"" Alice said to herself, ""to be going messages for a rabbit!","<< Que c'est drole, >> se dit Alice, << de faire des commissions pour un lapin !",376,aligned,35979,36059,33408,33488,"<< Que c'est drole, >> se dit Alice, << de faire des commissions pour un lapin !","""How queer it seems,"" Alice said to herself, ""to be going messages for a rabbit!",['Alice'],"[('Alice', 36009, 36014)]",Alice,36009,36014
booknlp,COREF,40,herself,33444,33451,0,112,4,M_757,"""How queer it seems,"" Alice said to herself, ""to be going messages for a rabbit!","<< Que c'est drole, >> se dit Alice, << de faire des commissions pour un lapin !",376,aligned,35979,36059,33408,33488,"<< Que c'est drole, >> se dit Alice, << de faire des commissions pour un lapin !","""How queer it seems,"" Alice said to herself, ""to be going messages for a rabbit!","['elle-même', 'se', ""s'""]","[('se', 36002, 36004)]",se,36002,36004
booknlp,COREF,40,I,33489,33490,0,112,4,M_758,"I suppose Dinah'll be sending me on messages next!""",Bientot ce sera Dinah qui m'enverra en commission.,378,aligned,36060,36110,33489,33540,Bientot ce sera Dinah qui m'enverra en commission.,"I suppose Dinah'll be sending me on messages next!""","['je', ""j'""]","[('m', 36103, 36104)]",m,36103,36104
pdnc,qID,Q91-1,Dinah,33499,33504,32,112,4,M_759,"I suppose Dinah'll be sending me on messages next!""",Bientot ce sera Dinah qui m'enverra en commission.,378,aligned,36060,36110,33489,33540,Bientot ce sera Dinah qui m'enverra en commission.,"I suppose Dinah'll be sending me on messages next!""",['Dinah'],"[('Dinah', 36076, 36081)]",Dinah,36076,36081
booknlp,COREF,40,me,33519,33521,0,112,4,M_760,"I suppose Dinah'll be sending me on messages next!""",Bientot ce sera Dinah qui m'enverra en commission.,378,aligned,36060,36110,33489,33540,Bientot ce sera Dinah qui m'enverra en commission.,"I suppose Dinah'll be sending me on messages next!""","['moi', ""m'""]","[(""m'"", 36086, 36088)]",m',36086,36088
pdnc,qID,Q91-2,nurse,33686,33691,0,112,4,M_764,"'Coming in a minute, nurse!",">> << Dans l'instant, ma bonne !",379,aligned,36265,36297,33666,33692,">> << Dans l'instant, ma bonne !","Coming in a minute, nurse!",['infirmiere'],"[('bonne', 36284, 36289)]",bonne,36284,36289
exp,exp_name,time,time,33878,33882,22,113,4,M_771,"'By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves:'","'Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits.'",370,aligned,36559,36799,33870,34040,"Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves:",['temps'],"[None, None, None]",,,
exp,exp_name,time,time,33878,33882,22,113,4,M_771,"By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",">> Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. ~~~ Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.",380,aligned,36556,36933,33870,34198,">>
Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",['temps'],"[None, None, None]",,,
booknlp,COREF,40,she,33883,33886,0,113,4,M_772,"'By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves:'","'Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits.'",370,aligned,36559,36799,33870,34040,"Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves:",['elle'],"[('elle', 36648, 36652), ('elle', 36721, 36725)]",elle,36648,36652
booknlp,COREF,40,she,33883,33886,0,113,4,M_772,"By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",">> Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. ~~~ Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.",380,aligned,36556,36933,33870,34198,">>
Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",['elle'],"[('elle', 36659, 36663), ('elle', 36738, 36742)]",,,
booknlp,COREF,40,her,33897,33900,0,113,4,M_773,"'By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves:'","'Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits.'",370,aligned,36559,36799,33870,34040,"Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves:","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 36665, 36668)]",elle,36665,36668
booknlp,COREF,40,her,33897,33900,0,113,4,M_773,"By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",">> Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. ~~~ Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.",380,aligned,36556,36933,33870,34198,">>
Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 36718, 36722), ('elle', 36808, 36812)]",,,
booknlp,COREF,40,she,33971,33974,0,113,4,M_774,"'By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves:'","'Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits.'",370,aligned,36559,36799,33870,34040,"Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves:",['elle'],"[('elle', 36648, 36652), ('elle', 36721, 36725)]",elle,36721,36725
booknlp,COREF,40,she,33971,33974,0,113,4,M_774,"By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",">> Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. ~~~ Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.",380,aligned,36556,36933,33870,34198,">>
Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",['elle'],"[('elle', 36657, 36661), ('elle', 36738, 36742)]",,,
exp,exp_name,two,two,33996,33999,24,113,4,M_775,"'By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves:'","'Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits.'",370,aligned,36559,36799,33870,34040,"Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves:",['deux'],"[('deux', 36777, 36780)]",deux,36777,36780
exp,exp_name,two,two,33996,33999,24,113,4,M_775,"By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",">> Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. ~~~ Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.",380,aligned,36556,36933,33870,34198,">>
Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",['deux'],"[('deux', 36762, 36765)]",deux,36762,36765
booknlp,COREF,40,she,34041,34044,0,113,4,M_776,"'she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.'","'Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.'",371,aligned,36800,36933,34041,34198,"Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.","she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",['elle'],"[('Elle', 36800, 36804), ('elle', 36884, 36888)]",,,
booknlp,COREF,40,she,34041,34044,0,113,4,M_776,"By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",">> Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. ~~~ Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.",380,aligned,36556,36933,33870,34198,">>
Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",['elle'],"[('elle', 36663, 36667), ('elle', 36762, 36766)]",,,
booknlp,COREF,40,her,34130,34133,0,113,4,M_777,"'she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.'","'Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.'",371,aligned,36800,36933,34041,34198,"Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.","she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 36906, 36910)]",elle,36906,36910
booknlp,COREF,40,her,34130,34133,0,113,4,M_777,"By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.",">> Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. ~~~ Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.",380,aligned,36556,36933,33870,34198,">>
Tout en causant ainsi, Alice etait entree dans une petite chambre bien rangee, et, comme elle s'y attendait, sur une petite table dans l'embrasure de la fenetre, elle vit un eventail et deux ou trois paires de gants de chevreau tout petits. Elle en prit une paire, ainsi que l'eventail, et allait quitter la chambre lorsqu'elle apercut, pres du miroir, une petite bouteille.","By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass.","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 36684, 36687), ('elle', 36782, 36785)]",,,
exp,exp_name,time,time,34223,34227,22,113,4,M_778,"There was no label this time with the words ""DRINK ME,"" but nevertheless she uncorked it and put it to her lips.",Cette fois il n'y avait pas l'inscription BUVEZ-MOI -- ce qui n'empecha pas Alice de la deboucher et de la porter a ses levres.,381,aligned,36934,37061,34199,34311,Cette fois il n'y avait pas l'inscription BUVEZ-MOI -- ce qui n'empecha pas Alice de la deboucher et de la porter a ses levres.,"There was no label this time with the words ""DRINK ME,"" but nevertheless she uncorked it and put it to her lips.",['temps'],"[('fois', 36945, 36948)]",fois,36945,36948
booknlp,COREF,40,ME,34250,34252,0,113,4,M_779,"There was no label this time with the words ""DRINK ME,"" but nevertheless she uncorked it and put it to her lips.",Cette fois il n'y avait pas l'inscription BUVEZ-MOI -- ce qui n'empecha pas Alice de la deboucher et de la porter a ses levres.,381,aligned,36934,37061,34199,34311,Cette fois il n'y avait pas l'inscription BUVEZ-MOI -- ce qui n'empecha pas Alice de la deboucher et de la porter a ses levres.,"There was no label this time with the words ""DRINK ME,"" but nevertheless she uncorked it and put it to her lips.",['MOI'],"[('MOI', 36982, 36985)]",MOI,36982,36985
booknlp,COREF,40,she,34272,34275,0,113,4,M_780,"There was no label this time with the words ""DRINK ME,"" but nevertheless she uncorked it and put it to her lips.",Cette fois il n'y avait pas l'inscription BUVEZ-MOI -- ce qui n'empecha pas Alice de la deboucher et de la porter a ses levres.,381,aligned,36934,37061,34199,34311,Cette fois il n'y avait pas l'inscription BUVEZ-MOI -- ce qui n'empecha pas Alice de la deboucher et de la porter a ses levres.,"There was no label this time with the words ""DRINK ME,"" but nevertheless she uncorked it and put it to her lips.",['elle'],"[('Alice', 37007, 37012)]",Alice,37007,37012
booknlp,COREF,40,her,34302,34305,0,113,4,M_781,"There was no label this time with the words ""DRINK ME,"" but nevertheless she uncorked it and put it to her lips.",Cette fois il n'y avait pas l'inscription BUVEZ-MOI -- ce qui n'empecha pas Alice de la deboucher et de la porter a ses levres.,381,aligned,36934,37061,34199,34311,Cette fois il n'y avait pas l'inscription BUVEZ-MOI -- ce qui n'empecha pas Alice de la deboucher et de la porter a ses levres.,"There was no label this time with the words ""DRINK ME,"" but nevertheless she uncorked it and put it to her lips.","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('la', 37045, 37046), ('la', 37065, 37066)]",,,
booknlp,COREF,40,I,34313,34314,0,113,4,M_782,"""I know _something_ interesting is sure to happen,"" she said to herself, ""whenever I eat or drink anything; so I'll just see what this bottle does.","<< Il m'arrive toujours quelque chose d'interessant, >> se dit-elle, << lorsque je mange ou que je bois. ~~~ Je vais voir un peu l'effet de cette bouteille.",382,aligned,37062,37214,34312,34459,"<< Il m'arrive toujours quelque chose d'interessant, >> se dit-elle, << lorsque je mange ou que je bois. Je vais voir un peu l'effet de cette bouteille.","""I know _something_ interesting is sure to happen,"" she said to herself, ""whenever I eat or drink anything; so I'll just see what this bottle does.","['je', ""j'""]","[('je', 37142, 37144), ('je', 37158, 37160), ('je', 37167, 37169)]",je,37142,37144
booknlp,COREF,40,she,34364,34367,0,113,4,M_783,"""I know _something_ interesting is sure to happen,"" she said to herself, ""whenever I eat or drink anything; so I'll just see what this bottle does.","<< Il m'arrive toujours quelque chose d'interessant, >> se dit-elle, << lorsque je mange ou que je bois. ~~~ Je vais voir un peu l'effet de cette bouteille.",382,aligned,37062,37214,34312,34459,"<< Il m'arrive toujours quelque chose d'interessant, >> se dit-elle, << lorsque je mange ou que je bois. Je vais voir un peu l'effet de cette bouteille.","""I know _something_ interesting is sure to happen,"" she said to herself, ""whenever I eat or drink anything; so I'll just see what this bottle does.",['elle'],"[('elle', 37125, 37129)]",elle,37125,37129
booknlp,COREF,40,herself,34376,34383,0,113,4,M_784,"""I know _something_ interesting is sure to happen,"" she said to herself, ""whenever I eat or drink anything; so I'll just see what this bottle does.","<< Il m'arrive toujours quelque chose d'interessant, >> se dit-elle, << lorsque je mange ou que je bois. ~~~ Je vais voir un peu l'effet de cette bouteille.",382,aligned,37062,37214,34312,34459,"<< Il m'arrive toujours quelque chose d'interessant, >> se dit-elle, << lorsque je mange ou que je bois. Je vais voir un peu l'effet de cette bouteille.","""I know _something_ interesting is sure to happen,"" she said to herself, ""whenever I eat or drink anything; so I'll just see what this bottle does.","['elle-même', 'se', ""s'""]","[('se', 37118, 37120)]",se,37118,37120
booknlp,COREF,40,I,34395,34396,0,113,4,M_785,"""I know _something_ interesting is sure to happen,"" she said to herself, ""whenever I eat or drink anything; so I'll just see what this bottle does.","<< Il m'arrive toujours quelque chose d'interessant, >> se dit-elle, << lorsque je mange ou que je bois. ~~~ Je vais voir un peu l'effet de cette bouteille.",382,aligned,37062,37214,34312,34459,"<< Il m'arrive toujours quelque chose d'interessant, >> se dit-elle, << lorsque je mange ou que je bois. Je vais voir un peu l'effet de cette bouteille.","""I know _something_ interesting is sure to happen,"" she said to herself, ""whenever I eat or drink anything; so I'll just see what this bottle does.","['je', ""j'""]","[('je', 37142, 37144), ('je', 37158, 37160), ('je', 37167, 37169)]",je,37158,37160
booknlp,COREF,40,I,34423,34424,0,113,4,M_786,"""I know _something_ interesting is sure to happen,"" she said to herself, ""whenever I eat or drink anything; so I'll just see what this bottle does.","<< Il m'arrive toujours quelque chose d'interessant, >> se dit-elle, << lorsque je mange ou que je bois. ~~~ Je vais voir un peu l'effet de cette bouteille.",382,aligned,37062,37214,34312,34459,"<< Il m'arrive toujours quelque chose d'interessant, >> se dit-elle, << lorsque je mange ou que je bois. Je vais voir un peu l'effet de cette bouteille.","""I know _something_ interesting is sure to happen,"" she said to herself, ""whenever I eat or drink anything; so I'll just see what this bottle does.","['je', ""j'""]","[('je', 37142, 37144), ('je', 37158, 37160), ('je', 37167, 37169)]",je,37167,37169
booknlp,COREF,40,I,34460,34461,0,113,4,M_787,"I do hope it'll make me grow large again, for really I'm quite tired of being such a tiny little thing!""","J'espere bien qu'elle me fera regrandir, car je suis vraiment fatiguee de n'etre qu'une petite nabote !",383,aligned,37215,37318,34460,34564,"J'espere bien qu'elle me fera regrandir, car je suis vraiment fatiguee de n'etre qu'une petite nabote !","I do hope it'll make me grow large again, for really I'm quite tired of being such a tiny little thing!""","['je', ""j'""]","[('je', 37260, 37262), (""j'"", 37215, 37217)]",je,37260,37262
booknlp,COREF,40,me,34481,34483,0,113,4,M_788,"I do hope it'll make me grow large again, for really I'm quite tired of being such a tiny little thing!""","J'espere bien qu'elle me fera regrandir, car je suis vraiment fatiguee de n'etre qu'une petite nabote !",383,aligned,37215,37318,34460,34564,"J'espere bien qu'elle me fera regrandir, car je suis vraiment fatiguee de n'etre qu'une petite nabote !","I do hope it'll make me grow large again, for really I'm quite tired of being such a tiny little thing!""","['moi', ""m'""]","[('me', 37247, 37249)]",me,37247,37249
