eng_text,fr_text,eng_context,fr_context,eng_mID
ME,MOI," label, with the words ""DRINK ME,"" beautifully printed on it","apier, avec ces mots << BUVEZ-MOI >> admirablement imprimes ",M_152
ME,MOI,"is time with the words ""DRINK ME,"" but nevertheless she unco",avait pas l'inscription BUVEZ-MOI -- ce qui n'empecha pas Al,M_779
ME,MOI,"cake, on which the words ""EAT ME"" were beautifully marked in",sur lequel les mots << MANGEZ-MOI >> etaient admirablement t,M_210
Mabel,Mabel,"in as she went on, ""I must be Mabel after all, and I shall h","e ne suis plus Alice, je suis Mabel, et il me faudra aller v",M_339
My,Mon,"o was passing at the moment, ""My dear! I wish you would have","qui passait en ce moment : << Mon amie, je desirerais que vo",M_2221
sir,Monsieur," timid voice, ""If you please, sir--"" The Rabbit started viol","t timide, << Je vous en prie, Monsieur -- >> Le Lapin tressa",M_285
Morcar,Morcar,"ation and conquest. Edwin and Morcar, the earls of Mercia an","uetes des etrangers. Edwin et Morcar, comtes de Mercie et de",M_531
Morcar,Morcar,"use. ""--I proceed. 'Edwin and Morcar, the earls of Mercia an",". << Je continue. << Edwin et Morcar, comtes de Mercie et de",M_542
QUEEN OF HEARTS,REINE DE COEUR,"procession, came THE KING AND QUEEN OF HEARTS.

Alice was ra","ngue procession, LE ROI ET LA REINE DE COEUR.

Alice ne sava",M_2034
Queen,Reine,"eady to play croquet with the Queen,"" and she hurried out of",ller jouer au croquet avec la Reine. >> Et elle se precipita,M_1459
Seven,Sept,"n jogged my elbow.""

On which Seven looked up and said, ""Tha","pousse le coude. >>
La-dessus Sept leva les yeux et dit : <<",M_1984
Seven,Sept," said Five, in a sulky tone; ""Seven jogged my elbow.""

On wh","inq d'un ton bourru, << c'est Sept qui m'a pousse le coude. ",M_1982
Seven,Sept,"ip-roots instead of onions.""

Seven flung down his brush, an","u lieu d'oignons a manger. >>
Sept jeta la son pinceau et s'",M_1999
Seven,Sept,"nting those roses?""

Five and Seven said nothing, but looked","e un peu timidement.

Cinq et Sept ne dirent rien, mais rega",M_2011
Serpent,Serpent,"r violently with its wings.

""Serpent!"" screamed the Pigeon."," de grands coups d'ailes.

<< Serpent ! >> criait le Pigeon.",M_1219
Her,Son,to eat some of the other bit. Her chin was pressed so closel, menton etait si rapproche de son pied qu'il y avait a peine,M_1190
Her,Son,ained courage as she went on. Her listeners were perfectly q, qu'elle arrivat au moment de son histoire ou elle avait eu ,M_2782
Her,Son,up to her chin in salt water. Her first idea was that she ha,"par trop fort ! >>
A ces mots son pied glissa, et flac ! La ",M_381
Mouse,Souris,"red of swimming about here, O Mouse!"" (Alice thought this mu","uis bien fatiguee de nager, O Souris ! >> (Alice pensait que",M_414
Mouse,Souris," in trying."" So she began: ""O Mouse, do you know the way out"," >> Elle commenca donc : << O Souris, savez-vous comment on ",M_411
Stigand,Stigand,"a, declared for him: and even Stigand, the patriotic archbis"," declarerent en sa faveur, et Stigand, l'archeveque patriote",M_544
Time,Temps,"e say you never even spoke to Time!""

""Perhaps not,"" Alice c","e vous n'avez jamais parle au Temps. >>
<< Cela se peut bien",M_1780
Time,Temps,"ve no answers.""

""If you knew Time as well as I do,"" said th"," >>
<< Si vous connaissiez le Temps aussi bien que moi, >> d",M_1767
Time,Temps,"nly have to whisper a hint to Time, and round goes the clock","dire tout bas un petit mot au Temps, et l'aiguille partirait",M_1794
your Majesty,Votre Majeste," ""Where shall I begin, please your Majesty?"" he asked.

""Beg"," commencerai-je, s'il plait a Votre Majeste ? >> demanda-t-i",M_3159
Your Majesty,Votre Majeste,"it, who said in a low voice, ""Your Majesty must cross-examin",a voix basse : << Il faut que Votre Majeste interroge ce tem,M_3029
your Majesty,Votre Majeste,"rightened up again.)

""Please your Majesty,"" said the Knave,","ent l'air serein.)
<< Pardon, Votre Majeste, >> dit le Valet",M_3144
your Majesty,Votre Majeste,"us or not.""

""I'm a poor man, your Majesty,"" the Hatter bega",">
<< Je suis un pauvre homme, Votre Majeste, >> fit le Chape",M_2966
your Majesty,Votre Majeste," doing here?""

""May it please your Majesty,"" said Two, in a "," >>
<< Avec le bon plaisir de Votre Majeste, >> dit Deux d'u",M_2086
your Majesty,Votre Majeste," evidence to come yet, please your Majesty,"" said the White ","ions a recevoir, s'il plait a Votre Majeste, >> dit le Lapin",M_3130
your Majesty,Votre Majeste,"
""My name is Alice, so please your Majesty,"" said Alice very"," me nomme Alice, s'il plait a Votre Majeste, >> dit Alice fo",M_2055
your Majesty,Votre Majeste,"a thunderstorm.

""A fine day, your Majesty!"" the Duchess beg","
<< Voila un bien beau temps, Votre Majeste ! >> fit la Duch",M_2410
your Majesty,Votre Majeste," in the other. ""I beg pardon, your Majesty,"" he began, ""for ","tartine de beurre. << Pardon, Votre Majeste, >> dit-il, << s",M_2902
your Majesty,Votre Majeste," interrupted: ""_Un_important, your Majesty means, of course,",": << Peu important, veut dire Votre Majeste, sans doute, >> ",M_3097
it,ce,"ouldn't it be murder to leave it behind?"" She said the last ",ur un de ces jours. Ne serait-ce pas un meurtre de l'abandon,M_1479
this cat,ce chat,"y dear! I wish you would have this cat removed!""

The Queen ","rais que vous fissiez enlever ce chat ! >>
La Reine n'avait ",M_2224
this child,cet enfant,"he open air. ""If I don't take this child away with me,"" thou","n air. << Si je n'emporte pas cet enfant avec moi, >> pensa ",M_1475
this creature,cette creature,"f, ""Now, what am I to do with this creature when I get it ho","e-meme, << Mais, que faire de cette creature quand je l'aura",M_1498
this mouse,cette souris,""" thought Alice, ""to speak to this mouse? Everything is so o",<< Si j'adressais la parole a cette souris ? Tout est si ext,M_408
pig,cochon," this they slipped the guinea-pig, head first, and then sat ", ce sac ils firent glisser le cochon d'Inde la tete la premi,M_2997
pig,cochon,"plied.

Here the other guinea-pig cheered, and was suppresse","epondit le Roi.


Ici l'autre cochon d'Inde applaudit et fut",M_3008
two,deux,"ould guess, she was now about two feet high, and was going o","compte, qu'elle avait environ deux pieds de haut, et continu",M_369
two,deux,"to speak, but for a minute or two sobs choked his voice. ""Sa",ferent sa voix pendant une ou deux minutes. << On dirait qu',M_2620
two,deux,"ors."" She said this last word two or three times over to her","elle se repeta ce dernier mot deux ou trois fois, car elle e",M_2872
two,deux,"m, fast asleep, and the other two were using it as a cushion",endormi etait assis entre les deux autres qui s'en servaient,M_1645
two,deux," and Pepper


For a minute or two she stood looking at the h","T POIVRE.

Alice resta une ou deux minutes a regarder a la p",M_1302
two,deux,"poor Alice, ""to pretend to be two people! Why, there's hardl"," il n'y a plus moyen de faire deux personnages, a present qu",M_206
two,deux,"andered about for a minute or two, looking for them, and the","te et d'autre, pendant une ou deux minutes, pour les cherche",M_2094
two,deux,"s about it just at first, the two creatures got so close to ",ee dans le commencement ; les deux creatures se tenaient si ,M_2778
two,deux,"very fond of pretending to be two people. ""But it's no use n","nfant aimait beaucoup a faire deux personnages. << Mais, >> ",M_204
two,deux," quite silent for a minute or two, which gave the Pigeon the","e resta muette pendant une ou deux minutes, ce qui donna au ",M_1262
two,deux,", and raised herself to about two feet high: even then she w", d'avoir atteint la taille de deux pieds environ ; et meme a,M_1635
two,deux,"and there. There was no ""One, two, three, and away,"" but the","ain. Personne ne cria, << Un, deux, trois, en avant ! >> mai",M_574
two,deux," diamonds, and walked two and two, as the soldiers did. Afte", diamant et marchaient deux a deux comme les soldats. Derrie,M_2027
two,deux,"ver with diamonds, and walked two and two, as the soldiers d",eaux de diamant et marchaient deux a deux comme les soldats.,M_2026
two,deux,"ther, for the first minute or two, it was as much as she cou"," et ne cessait de se plier en deux, puis de s'etendre tout d",M_1469
two,deux,"are,"" said the King.

""Nearly two miles high,"" added the Que","t, >> dit le Roi.

<< Pres de deux milles, >> ajouta la Rein",M_3119
two,deux,"id the Footman, ""and that for two reasons. First, because I'","t le Laquais, << et cela pour deux raisons : premierement, p",M_1320
she,elle,"tears which she had wept when she was nine feet high.

""I wi","qu'elle avait pleurees, quand elle avait neuf pieds de haut.",M_391
she,elle,r a while she remembered that she still held the pieces of m,"que temps, elle se rappela qu'elle tenait encore dans ses ma",M_1279
she,elle,and untwist it. After a while she remembered that she still ,"er. Au bout de quelque temps, elle se rappela qu'elle tenait",M_1278
she,elle,"of mushroom in her hands, and she set to work very carefully","es morceaux de champignon, et elle se mit a l'oeuvre avec gr",M_1281
she,elle," and sometimes shorter, until she had succeeded in bringing ","etissant, jusqu'a ce qu'enfin elle parvint a se ramener a sa",M_1282
she,elle,as in the pool of tears which she had wept when she was nine,"une mare formee des larmes qu'elle avait pleurees, quand ell",M_390
she,elle,"wever, she soon made out that she was in the pool of tears w", Mais elle comprit bientot qu'elle etait dans une mare forme,M_389
she,elle,ure to go near the house till she had brought herself down t,eau a grignoter le morceau qu'elle tenait dans sa main droit,M_1299
she,elle,"d so. ""It's really dreadful,"" she muttered to herself, ""the ","aiment terrible, >> murmura-t-elle, << de voir la maniere do",M_1356
she,elle,"ut perhaps he can't help it,"" she said to herself; ""his eyes","-il pas s'en empecher, >> dit-elle ; << il a les yeux presqu",M_1339
she,elle,"laughed so much at this, that she had to run back into the w",a fit tellement rire Alice qu'elle eut a rentrer bien vite d,M_1314
she,elle,f their hearing her; and when she next peeped out the Fish-F,ur d'etre entendue ; et quand elle avanca la tete pour regar,M_1316
she,elle," a railway station.) However, she soon made out that she was", gare de chemin de fer.) Mais elle comprit bientot qu'elle e,M_388
she,elle,"se I can go back by railway,"" she said to herself. (Alice ha","s en chemin de fer, >> se dit-elle.



(Alice avait ete au b",M_384
she,elle,"stions.--How am I to get in?"" she repeated, aloud.

""I shall","ire pour entrer ? >> repeta-t-elle tout haut.

<< Je vais re",M_1345
she,elle,"r to get out again.

Suddenly she came upon a little three-l"," en sortirait.



Tout a coup elle rencontra sur son passage",M_126
she,elle,"n them out of their wits!"" So she began nibbling at the righ",endraient fous de frayeur. >> Elle se mit de nouveau a grign,M_1298
she,elle," going on rather better now,"" she said, by way of keeping up"," peu mieux maintenant, >> dit-elle, afin de soutenir la conv",M_2339
she,elle, while Alice thought over all she could remember about raven,sa dans son esprit tout ce qu'elle savait au sujet des pies ,M_1709
she,elle,"""he's perfectly idiotic!"" And she opened the door and went i",est un parfait idiot. >> Puis elle ouvrit la porte et entra.,M_1369
she,elle,"-I believe I can guess that,"" she added aloud.

""Do you mean","oir deviner cela, >> ajouta-t-elle tout haut.

<< Voulez-vou",M_1678
she,elle,"re _must_ be more to come, so she sat still and said nothing",nt y en avoir encore a venir. Elle resta donc tranquille san,M_2526
she,elle," your interesting story,"" but she could not help thinking th","istoire interessante, >> mais elle ne pouvait s'empecher de ",M_2525
she,elle,"They must go by the carrier,"" she thought; ""and how funny it","r par le messager, >> pensa-t-elle ; << quelle etrange chose",M_252
she,elle," this could not be denied, so she tried another question. ""W",ue cela etait incontestable ; elle essaya donc d'une autre q,M_1547
she,elle,"nt on planning to herself how she would manage it. ""They mus",ercha dans son esprit comment elle s'y prendrait. << Il faud,M_251
she,elle," boots every Christmas.""

And she went on planning to hersel","e de bottines a Noel. >>
Puis elle chercha dans son esprit c",M_249
she,elle,hen it watched the Queen till she was out of sight: then it ,guetta la Reine jusqu'a ce qu'elle fut disparue ; et il se m,M_2477
she,elle,"at was lying under the table: she opened it, and found in it","ine de quoi en faire un. >>


Elle apercut alors une petite ",M_209
she,elle,"at proved it at all; however, she went on ""And how do you kn",a ne prouvait rien. Toutefois elle continua : << Et comment ,M_1564
she,elle,the roof of the hall: in fact she was now more than nine fee,lafond de la salle : c'est qu'elle avait alors un peu plus d,M_256
she,elle," tea. ""I don't see any wine,"" she remarked.

""There isn't an","r, je ne suis pas Ada, >> dit-elle. << Elle a de longs cheve",M_1655
she,elle,""" said Alice indignantly, and she sat down in a large arm-ch","ce, >> dit Alice indignee, et elle s'assit dans un large fau",M_1651
she,elle,"which way it was growing, and she was quite surprised to fin",l est-ce ? Lequel est-ce ? >> Elle voulait savoir si elle gr,M_223
she,elle, quite surprised to find that she remained the same size: to,e ? >> Elle voulait savoir si elle grandissait ou rapetissai,M_224
she,elle,"ff with her head!"" Those whom she sentenced were taken into ", tete a celle-la ! >> Ceux qu'elle condamnait etaient arrete,M_2433
she,elle,bout two feet high: even then she walked up towards it rathe,pieds environ ; et meme alors elle avanca timidement en se d,M_1636
she,elle,"s not much surprised at this, she was getting so used to que","ne fut pas tres-etonnee, tant elle commencait a s'habituer a",M_1590
she,elle,queer things happening. While she was looking at the place w,ts extraordinaires. Tandis qu'elle regardait encore l'endroi,M_1591
she,elle,id not like to go nearer till she had nibbled some more of t,u du morceau de champignon qu'elle avait dans la main gauche,M_1633
she,elle,"It was so large a house, that she did not like to go nearer ", La maison etait si grande qu'elle n'osa s'approcher avant d,M_1632
she,elle,"ecutions I have ordered;"" and she walked off, leaving Alice ",ns que j'ai ordonnees ; >> et elle partit laissant Alice seu,M_2466
she,elle,"""How _can_ I have done that?"" she thought. ""I must be growin",u mettre ce gant ? >> pensa-t-elle. << Je rapetisse donc de ,M_363
she,elle,"d so far,"" thought Alice, and she went on. ""Would you tell m","a present, >> pensa Alice, et elle continua : << Dites-moi, ",M_1531
she,elle,"ws and a great many teeth, so she felt that it ought to be t",ngee de dents ; aussi comprit-elle qu'il fallait le traiter ,M_1525
she,elle,"ething better with the time,"" she said, ""than waste it in as","eux employer le temps, >> dit-elle, << et ne pas le gaspille",M_1765
she,elle,"ame age as herself, to see if she could have been changed fo","lle connaissait, pour voir si elle avait ete transformee en ",M_305
she,elle,"ubject of conversation. While she was trying to fix on one, ","er la conversation. Tandis qu'elle cherchait un autre sujet,",M_1402
she,elle,hinking over all the children she knew that were of the same," petites filles de son age qu'elle connaissait, pour voir si",M_303
she,elle,"hat's_ the great puzzle!"" And she began thinking over all th",s prie ? Voila l'embarras. >> Elle se mit a passer en revue ,M_302
she,elle,"hurry. ""No, I'll look first,"" she said, ""and see whether it'"," << Examinons d'abord, >> dit-elle, << et voyons s'il y a ec",M_155
she,elle,"arked '_poison_' or not""; for she had read several nice litt","< Poison >> ou non. >> 


Car elle avait lu dans de jolis pe",M_156
she,elle,"knife, it usually bleeds; and she had never forgotten that, ","e, il saigne d'ordinaire ; et elle n'avait point oublie que ",M_157
she,elle,"ting like a steam-engine when she caught it, and kept doubli","e une machine a vapeur lorsqu'elle l'attrapa, et ne cessait ",M_1468
she,elle,"ute or two, it was as much as she could do to hold it.

As s","rs instants, c'est tout ce qu'elle pouvait faire que de le t",M_1470
she,elle,"more than nine feet high, and she at once took up the little",s de neuf pieds de haut. Vite elle saisit la petite clef d'o,M_257
she,elle,"hday presents like that!"" But she did not venture to say it ",versaire comme cela ! >> Mais elle ne se hasarda pas a le di,M_2396
she,elle, in the last few minutes that she wasn't a bit afraid of int,dans ces derniers instants qu'elle n'avait plus du tout peur,M_3181
she,elle,"ted again, so violently, that she looked down into its face ", grogna de nouveau si fort qu'elle regarda sa figure avec qu,M_1500
she,elle," her to carry it further.

So she set the little creature do","cule de le porter plus loin.

Elle deposa donc par terre le ",M_1507
she,elle,"e wood. ""If it had grown up,"" she said to herself, ""it would"," S'il avait grandi, >> se dit-elle, << il serait devenu un b",M_1509
she,elle,"a handsome pig, I think."" And she began thinking over other "," porc, il me semble. >> Alors elle se mit a penser a d'autre",M_1515
she,elle," thinking over other children she knew, who might do very we", penser a d'autres enfants qu'elle connaissait et qui feraie,M_1516
she,elle, was more hopeless than ever: she sat down and began to cry ,", il n'y fallait plus songer. Elle s'assit donc, et se remit",M_260
she,elle,"Poor Alice! It was as much as she could do, lying down on on","uvre Alice ! C'est tout ce qu'elle put faire, apres s'etre e",M_259
she,elle,"ht way to change them--"" when she was a little startled by s"," faire ces reflexions, lorsqu'elle tressaillit en voyant tou",M_1518
she,elle,"lice. It looked good-natured, she thought: still it had _ver", grimaca en apercevant Alice. Elle trouva qu'il avait l'air ,M_1524
she,elle,"can explain it,"" said Alice, (she had grown so large in the ","se l'expliquer, >> dit Alice (elle etait devenue si grande d",M_3180
she,elle,"bit was no longer to be seen: she found herself in a long, l","urne, le Lapin avait disparu. Elle se trouva alors dans une ",M_121
her,elle,"went on, without attending to her; ""but those serpents! Ther",Pigeon sans faire attention a elle. << Mais ces serpents ! i,M_1229
she,elle," a loud, indignant voice, but she stopped hastily, for the W"," Alice d'un ton indigne, mais elle se retint bien vite, car ",M_2880
she,elle,"how the game was going on, as she heard the Queen's voice in","ir ou en etait la partie, car elle entendait au loin la voix",M_2235
she,elle," indeed, and much sooner than she had expected: before she h","en effet, et bien plus tot qu'elle ne s'y attendait. Elle n'",M_790
she,elle,"than she had expected: before she had drunk half the bottle,",tot qu'elle ne s'y attendait. Elle n'avait pas bu la moitie ,M_791
she,elle,"he had drunk half the bottle, she found her head pressing ag",ete touchait au plafond et qu'elle fut forcee de se baisser ,M_792
she,elle," curled round her head. Still she went on growing, and, as a"," de sa tete. Cependant, comme elle grandissait toujours, ell",M_805
she,elle,"ing, and, as a last resource, she put one arm out of the win","me elle grandissait toujours, elle fut obligee, comme dernie",M_806
she,elle,"e told her sister, as well as she could remember them, all t","raconta a sa soeur, autant qu'elle put s'en souvenir, toutes",M_3247
she,elle,"rious dream!"" said Alice, and she told her sister, as well a","le de reve, >> dit Alice ; et elle raconta a sa soeur, autan",M_3245
she,elle,"same as the rest of the pack, she could not tell whether the"," des autres cartes du paquet, elle ne pouvait savoir s'ils e",M_2061
she,elle,"e one--but I'm grown up now,"" she added in a sorrowful tone;",uis deja bien grande ! >> dit-elle tristement. << Dans tous ,M_826
she,elle,er it was her turn or not. So she went in search of her hedg,jamais quand venait son tour. Elle alla a la recherche de so,M_2242
she,elle,"ently; and, turning to Alice, she went on, ""What's your name","; et, se tournant vers Alice, elle continua : << Votre nom, ",M_2050
she,elle,"use of a procession,"" thought she, ""if people had all to lie","t les processions, >> pensa-t-elle, << si les gens avaient a",M_2039
she,elle,"or any lesson-books!""

And so she went on, taking first one ","r vos livres de lecons. >>
Et elle continua ainsi, faisant t",M_837
she,elle,"ther; but after a few minutes she heard a voice outside, and", au bout de quelques instants elle entendit une voix au deho,M_838
she,elle,"like the three gardeners, but she could not remember ever ha",e les trois jardiniers ; mais elle ne se rappelait pas avoir,M_2038
she,elle,e was rather doubtful whether she ought not to lie down on h,ice ne savait pas au juste si elle devait se prosterner comm,M_2036
her,elle,use in the middle. Alice kept her eyes anxiously fixed on it,"ux fixes avec inquietude, car elle se disait : << Je vais at",M_522
she,elle," up into a tree.

By the time she had caught the flamingo an"," percher sur un arbre.

Quand elle eut rattrape et ramene le",M_2248
she,elle,", we're doing our best, afore she comes, to--"" At this momen","isons de notre mieux avant qu'elle vienne pour -- >>
A ce mo",M_2020
she,elle," Alice could _not_ stand, and she went round the court and g","e pouvait pas souffrir cela ; elle fit le tour de la salle, ",M_2889
she,elle,"wn them all her life. Indeed, she had quite a long argument ",nnaissait depuis son berceau. Elle eut meme une longue discu,M_513
she,elle,"g familiarly with them, as if she had known them all her lif","nt avec ces animaux, comme si elle les connaissait depuis so",M_511
she,elle,"and words to say.)

Presently she began again. ""I wonder if "," beaux et sonores.)


Bientot elle reprit : << Si j'allais t",M_68
she,elle," She was close behind it when she turned the corner, but the","s, comme il se fait tard ! >> Elle n'en etait plus qu'a deux",M_119
she,elle," this side of the ground."" So she tucked it away under her a",tte ce cote de la pelouse. >> Elle remit donc le flamant sou,M_2250
she,elle,"If I eat one of these cakes,"" she thought, ""it's sure to mak","un de ces gateaux, >> pensa-t-elle, << cela ne manquera pas ",M_954
she,elle,"e me smaller, I suppose.""

So she swallowed one of the cakes","le, donc je rapetisserai ! >>
Elle avala un des gateaux, et ",M_959
she,elle,nd was delighted to find that she began shrinking directly. ,"ux, et s'apercut avec joie qu'elle diminuait rapidement. Aus",M_960
she,elle,"e hurried off.

Alice thought she might as well go back, and","ecipitamment.

Alice pensa qu'elle ferait bien de retourner ",M_2234
she,elle,hrinking directly. As soon as she was small enough to get th,nuait rapidement. Aussitot qu'elle fut assez petite pour pas,M_961
she,elle,"e Dormouse crossed the court, she said to one of the officer"," le Loir traversait la salle, elle dit a un des officiers du",M_2956
she,elle,"en, turning to the rose-tree, she went on, ""What _have_ you ",", se tournant vers le rosier, elle continua : << Qu'est-ce q",M_2084
she,elle,"s-race?"" said Alice; not that she wanted much to know, but t",e ? >> demanda Alice ; non qu'elle tint beaucoup a le savoir,M_567
she,elle,y much of a globe of goldfish she had accidentally upset the,es poissons rouges du vase qu'elle se rappelait avoir renver,M_3071
she,elle,umped up in such a hurry that she tipped over the jury-box w,lle se leva si brusquement qu'elle accrocha le banc des jure,M_3068
she,elle," in the last few minutes, and she jumped up in such a hurry "," depuis quelques instants, et elle se leva si brusquement qu",M_3067
she,elle,lurry of the moment how large she had grown in the last few , le trouble du moment combien elle avait grandi depuis quelq,M_3066
she,elle,"n't got much evidence _yet_,"" she said to herself. Imagine h","se jusqu'a present, >> se dit-elle. Imaginez sa surprise qua",M_3059
she,elle,"orus of voices asked.

""Why, _she_, of course,"" said the Dod","erent-ils tous a la fois.

<< Elle, cela va sans dire, >> re",M_581
she,elle,"ea what to do, and in despair she put her hand in her pocket",aire ; pour sortir d'embarras elle mit la main dans sa poche,M_586
she,elle,"""not that it signifies much,"" she said to herself; ""I should","oit bien important, >> se dit-elle, << car je pense qu'il se",M_3086
she,elle,"essed who it was, even before she got into the court, by the","na qui c'etait, meme avant qu'elle entrat dans la salle, en ",M_3023
she,elle,"ctures or conversations?""

So she was considering in her own","images, sans causeries ! >>


Elle s'etait mise a reflechir,",M_6
she,elle,"g in her own mind (as well as she could, for the hot day mad","c aux yeux roses passa pres d'elle.



Il n'y avait rien la ",M_8
she,elle,"Queen will hear you! You see, she came rather late, and the ","< La Reine va nous entendre ! Elle est arrivee un peu tard, ",M_2128
she,elle,"er pet: ""Dinah's our cat. And she's such a capital one for c", chatte. Si vous saviez comme elle attrape bien les souris !,M_684
she,elle," been reading about; and when she had finished, her sister k","ous venez de lire ; et, quand elle eut fini son recit, sa so",M_3250
she,elle,"sh I hadn't mentioned Dinah!"" she said to herself in a melan","pas parle de Dinah, >> se dit-elle tristement. << Personne n",M_696
she,elle,"Alice began to cry again, for she felt very lonely and low-s","e Alice se reprit a pleurer ; elle se sentait seule, triste,",M_706
she,elle,". In a little while, however, she again heard a little patte","ue.

Au bout de quelque temps elle entendit au loin un petit",M_707
she,elle,"ootsteps in the distance, and she looked up eagerly, half ho"," loin un petit bruit de pas ; elle s'empressa de regarder, e",M_708
her,elle,"e day!"" said a timid voice at her side. She was walking by t", dit une voix timide a cote d'elle. Elle marchait aupres du ,M_2104
she,elle,"r small. ""Off with his head!"" she said, without even looking","on lui coupe la tete ! >> dit-elle sans meme se retourner.

",M_2227
she,elle,e was so much frightened that she ran off at once in the dir,">
Alice eut si grand' peur qu'elle se mit aussitot a courir ",M_736
she,elle,"be beheaded!"" said Alice, and she put them into a large flow"," decapites, >> dit Alice ; et elle les mit dans un grand pot",M_2093
she,elle," considering how in the world she was to get out again.

The"," terrier, sans songer comment elle en sortirait.



Pendant ",M_28
she,elle,"out like that!""

By this time she had found her way into a t","hambre bien rangee, et, comme elle s'y attendait, sur une pe",M_772
she,elle," in the window, and on it (as she had hoped) a fan and two o","ns l'embrasure de la fenetre, elle vit un eventail et deux o",M_774
she,elle,"teresting is sure to happen,"" she said to herself, ""whenever","hose d'interessant, >> se dit-elle, << lorsque je mange ou q",M_783
she,elle,"ough to get through the door, she ran out of the house, and ","ite pour passer par la porte, elle s'echappa de la maison, e",M_962
she,elle," go on in the common way.

So she set to work, and very soon","comme tout le monde.



Aussi elle se remit a l'oeuvre, et e",M_226
she,elle," Alice in a piteous tone. And she thought of herself, ""I wis","qua Alice d'un ton piteux, et elle fit cette reflexion : << ",M_1159
it,elle,"h one of its little eyes, but it said nothing.

""Perhaps it ","r un de ses petits yeux, mais elle ne dit mot.

<< Peut-etre",M_423
she,elle,"nd as it was perfectly round, she found this a very difficul","e champignon etait tout rond, elle trouva la question fort e",M_1177
her,elle,"owever, at last she stretched her arms round it as far as th",ion fort embarrassante. Enfin elle etendit ses bras tout aut,M_1179
she,elle," this very sudden change, but she felt that there was no tim","ent lui fit grand' peur, mais elle comprit qu'il n'y avait p",M_1186
she,elle, know what to say to this: so she helped herself to some tea,e de pain et de beurre ; puis elle se tourna du cote du Loir,M_1878
she,elle,"re was no time to be lost, as she was shrinking rapidly; so ","it pas de temps a perdre, car elle diminuait rapidement. Ell",M_1188
she,elle,"rus or hippopotamus, but then she remembered how small she w",l marin ou hippopotame ; puis elle se rappela combien elle e,M_403
she,elle,she was shrinking rapidly; so she set to work at once to eat,ar elle diminuait rapidement. Elle se mit donc bien vite a m,M_1189
she,elle,"then she remembered how small she was now, and she soon made"," puis elle se rappela combien elle etait petite maintenant, ",M_404
she,elle,"nsense.""

Alice said nothing; she had sat down with her face","atias. >>
Alice ne dit rien ; elle s'etait rassise, la figur",M_2809
she,elle,"hen.

""When _I'm_ a Duchess,"" she said to herself, (not in a","erai Duchesse, moi, >> se dit-elle (d'un ton qui exprimait p",M_2303
she,elle,"ed how small she was now, and she soon made out that it was ","plement une souris qui, comme elle, avait glisse dans la mar",M_405
she,elle,"alarm in another moment, when she found that her shoulders w","ot en cris d'epouvante, quand elle s'apercut de l'absence de",M_1196
she,elle,"were nowhere to be found: all she could see, when she looked",ce de ses epaules. Tout ce qu'elle pouvait voir en regardant,M_1198
she,elle,"ound: all she could see, when she looked down, was an immens","endant bien loin au-dessous d'elle,
<< Qu'est-ce que c'est q",M_1199
she,elle," Alice, rather doubtfully, as she remembered the number of c"," avec quelque hesitation, car elle se rappelait combien de c",M_1249
she,elle," suddenly, thump! thump! down she came upon a heap of sticks"," et de feuilles seches, -- et elle a fini de tomber.



Alic",M_108
she,elle,adventures from the time when she first saw the White Rabbit,aventures depuis le moment ou elle avait vu le Lapin Blanc p,M_2775
she,elle,"ve in among the leaves, which she found to be nothing but th", tous cotes comme un serpent. Elle venait de reussir a le pl,M_1214
she,elle,"tops of the trees under which she had been wandering, when a","haut des arbres sous lesquels elle avait erre, quand un siff",M_1215
she,elle,"t makes people hot-tempered,"" she went on, very much pleased"," bile des gens, >> continua-t-elle, enchantee d'avoir fait c",M_2307
she,elle,embered the number of changes she had gone through that day.,pelait combien de changements elle avait eprouves ce jour-la,M_1250
she,elle,"here's no harm in trying."" So she began: ""O Mouse, do you kn",'y a pas de mal a essayer. >> Elle commenca donc : << O Sour,M_410
she,elle,nd was a little startled when she heard her voice close to h," de sucreries, voyez-vous. >>
Elle avait alors completement ",M_2313
she,elle, had just begun to dream that she was walking hand in hand w,sait et commencait a rever qu'elle se promenait tenant Dinah,M_102
she,elle,"ng there. ""That's the judge,"" she said to herself, ""because "," Ca, c'est le juge, >> se dit-elle ; << je le reconnais a sa",M_2865
she,elle,"uch a new idea to Alice, that she was quite silent for a min",ait si nouvelle pour Alice qu'elle resta muette pendant une ,M_1261
she,elle," is queer to-day.""

Just then she heard something splashing ","jourd'hui. >>
Au meme instant elle entendit patauger dans la",M_400
she,elle,"he pool a little way off, and she swam nearer to make out wh","mare a quelques pas de la, et elle nagea de ce cote pour voi",M_401
she,elle,"read about them in books, and she was quite pleased to find ","criptions dans les livres, et elle fut toute contente de voi",M_2863
she,elle,"tea-things are put out here?"" she asked.

""Yes, that's it,"" ","ulez-vous etre ? >> demanda-t-elle.

<< Oh ! je ne suis pas ",M_1831
she,elle,"d not dare to disobey, though she felt sure it would all com","e n'osa pas desobeir, bien qu'elle fut sure que les mots all",M_2822
she,elle," court of justice before, but she had read about them in boo","ans une cour de justice, mais elle en avait lu des descripti",M_2862
she,elle,"e was bristling all over, and she felt certain it must be re","herisse, et on voyait bien qu'elle etait fachee tout de bon.",M_465
