eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,fr_text,fr_startByte,fr_endByte
booknlp,COREF,40,I,78947,78948,0,375,7,M_1844,"""I'm afraid I don't know one,"" said Alice, rather alarmed at the proposal.","""<< J'ai bien peur de n'en pas savoir, >> dit Alice, que cette proposition alarmait un peu.""",759,aligned,86162,86249,78936,79009,"J'ai bien peur de n'en pas savoir, >> dit Alice, que cette proposition alarmait un peu.
","I'm afraid I don't know one,"" said Alice, rather alarmed at the proposal.
",,,
exp,exp_name,alice,Alice,78971,78976,0,375,7,M_1845,"""I'm afraid I don't know one,"" said Alice, rather alarmed at the proposal.","""<< J'ai bien peur de n'en pas savoir, >> dit Alice, que cette proposition alarmait un peu.""",759,aligned,86162,86249,78936,79009,"J'ai bien peur de n'en pas savoir, >> dit Alice, que cette proposition alarmait un peu.
","I'm afraid I don't know one,"" said Alice, rather alarmed at the proposal.
",Alice,86204.0,86209.0
exp,exp_name,the dormouse,the Dormouse,79017,79029,10,376,7,M_1846,"""Then the Dormouse shall!"" ~~~ they both cried.","<< Eh bien, le Loir va nous en dire une, >> crierent-ils tous deux.",765,aligned,86254,86318,79012,79054,"Eh bien, le Loir va nous en dire une, >> crierent-ils tous deux. ","Then the Dormouse shall!"" they both cried. ",le Loir,86263.0,86270.0
booknlp,COREF,55,Dormouse,79065,79073,10,376,7,M_1847,"""Wake up, Dormouse!""","<< Allons, Loir, reveillez-vous !",766,aligned,86322,86352,79056,79074,"Allons, Loir, reveillez-vous ! ","Wake up, Dormouse!""",Loir,86330.0,86334.0
exp,exp_name,the dormouse,The Dormouse,79120,79132,10,377,7,M_1848,The Dormouse slowly opened his eyes.,Le Loir ouvrit lentement les yeux.,768,aligned,86403,86437,79120,79156,Le Loir ouvrit lentement les yeux. ,The Dormouse slowly opened his eyes. ,,,
exp,exp_name,march hare,March Hare,79286,79296,3,378,7,M_1849,"""Tell us a story!"" ~~~ said the March Hare.",">> << Racontez-nous une histoire, >> dit le Lievre.",770,aligned,86572,86617,79259,79297,"Racontez-nous une histoire, >> dit le Lievre.
","Tell us a story!"" said the March Hare.
",le Lievre,86607.0,86616.0
exp,exp_name,alice,Alice,79325,79330,0,379,7,M_1850,"""Yes, please do!"" ~~~ pleaded Alice.","<< Ah ! ~~~ Oui, je vous en prie, >> dit Alice d'un ton suppliant.",771,aligned,86622,86681,79300,79331,"Ah ! Oui, je vous en prie, >> dit Alice d'un ton suppliant.
","Yes, please do!"" pleaded Alice.
",Alice,86656.0,86661.0
exp,exp_name,the hatter,the Hatter,79364,79374,14,380,7,M_1851,"""And be quick about it,"" added the Hatter, ""or you'll be asleep again before it's done.""","<< Et faites vite, >> ajouta le Chapelier, << sans cela vous allez vous rendormir avant de vous mettre en train.",772,aligned,86686,86795,79334,79420,"Et faites vite, >> ajouta le Chapelier, << sans cela vous allez vous rendormir avant de vous mettre en train. ","And be quick about it,"" added the Hatter, ""or you'll be asleep again before it's done.""",le Chapelier,86712.0,86724.0
pdnc,qID,Q319-1,you,79380,79383,10,380,7,M_1852,"""And be quick about it,"" added the Hatter, ""or you'll be asleep again before it's done.""","<< Et faites vite, >> ajouta le Chapelier, << sans cela vous allez vous rendormir avant de vous mettre en train.",772,aligned,86686,86795,79334,79420,"Et faites vite, >> ajouta le Chapelier, << sans cela vous allez vous rendormir avant de vous mettre en train. ","And be quick about it,"" added the Hatter, ""or you'll be asleep again before it's done.""",vous,86739.0,86743.0
exp,exp_name,time,time,79436,79440,22,381,7,M_1853,"""Once upon a time there were three little sisters,"" the Dormouse began in a great hurry; ""and their names were Elsie, Lacie, and Tillie; and they lived at the bottom of a well--"" ""What did they live on?""",">> << Il y avait une fois trois petites soeurs, >> commenca bien vite le Loir, << qui s'appelaient Elsie, Lacie, et Tillie, et elles vivaient au fond d'un puits. ~~~ >> << De quoi vivaient-elles ?",773,aligned,86802,86988,79424,79626,"Il y avait une fois trois petites soeurs, >> commenca bien vite le Loir, << qui s'appelaient Elsie, Lacie, et Tillie, et elles vivaient au fond d'un puits. >>
<< De quoi vivaient-elles ? ","Once upon a time there were three little sisters,"" the Dormouse began in a great hurry; ""and their names were Elsie, Lacie, and Tillie; and they lived at the bottom of a well--""

""What did they live on?""",,,
exp,exp_name,the dormouse,the Dormouse,79475,79487,10,381,7,M_1854,"""Once upon a time there were three little sisters,"" the Dormouse began in a great hurry; ""and their names were Elsie, Lacie, and Tillie; and they lived at the bottom of a well--"" ""What did they live on?""",">> << Il y avait une fois trois petites soeurs, >> commenca bien vite le Loir, << qui s'appelaient Elsie, Lacie, et Tillie, et elles vivaient au fond d'un puits. ~~~ >> << De quoi vivaient-elles ?",773,aligned,86802,86988,79424,79626,"Il y avait une fois trois petites soeurs, >> commenca bien vite le Loir, << qui s'appelaient Elsie, Lacie, et Tillie, et elles vivaient au fond d'un puits. >>
<< De quoi vivaient-elles ? ","Once upon a time there were three little sisters,"" the Dormouse began in a great hurry; ""and their names were Elsie, Lacie, and Tillie; and they lived at the bottom of a well--""

""What did they live on?""",,,
booknlp,COREF,40,Elsie,79534,79539,0,381,7,M_1855,"""Once upon a time there were three little sisters,"" the Dormouse began in a great hurry; ""and their names were Elsie, Lacie, and Tillie; and they lived at the bottom of a well--"" ""What did they live on?""",">> << Il y avait une fois trois petites soeurs, >> commenca bien vite le Loir, << qui s'appelaient Elsie, Lacie, et Tillie, et elles vivaient au fond d'un puits. ~~~ >> << De quoi vivaient-elles ?",773,aligned,86802,86988,79424,79626,"Il y avait une fois trois petites soeurs, >> commenca bien vite le Loir, << qui s'appelaient Elsie, Lacie, et Tillie, et elles vivaient au fond d'un puits. >>
<< De quoi vivaient-elles ? ","Once upon a time there were three little sisters,"" the Dormouse began in a great hurry; ""and their names were Elsie, Lacie, and Tillie; and they lived at the bottom of a well--""

""What did they live on?""",Elsie,86895.0,86900.0
exp,exp_name,alice,Alice,79633,79638,0,382,7,M_1856,"said Alice, who always took a great interest in questions of eating and drinking.",">> dit Alice, qui s'interessait toujours aux questions de boire ou de manger.",774,aligned,86992,87066,79628,79709,"dit Alice, qui s'interessait toujours aux questions de boire ou de manger.
","said Alice, who always took a great interest in questions of eating and drinking.
",Alice,86996.0,87001.0
exp,exp_name,the dormouse,the Dormouse,79741,79753,10,383,7,M_1857,"""They lived on treacle,"" said the Dormouse, after thinking a minute or two.","'<< Elles vivaient de melasse, >> dit le Loir, apres avoir reflechi un instant.",775,aligned,87071,87146,79712,79786,"Elles vivaient de melasse, >> dit le Loir, apres avoir reflechi un instant.
","They lived on treacle,"" said the Dormouse, after thinking a minute or two.
",le Loir,87105.0,87112.0
exp,exp_name,two,two,79782,79785,24,383,7,M_1858,"""They lived on treacle,"" said the Dormouse, after thinking a minute or two.","'<< Elles vivaient de melasse, >> dit le Loir, apres avoir reflechi un instant.",775,aligned,87071,87146,79712,79786,"Elles vivaient de melasse, >> dit le Loir, apres avoir reflechi un instant.
","They lived on treacle,"" said the Dormouse, after thinking a minute or two.
",,,
pdnc,qID,Q323-0,you,79819,79822,10,384,7,M_1859,"""They couldn't have done that, you know,"" Alice gently remarked; ""they'd have been ill.""","<< Ce n'est pas possible, comprenez donc, >> fit doucement observer Alice ; << cela les aurait rendues malades. >>",776,aligned,87151,87259,79789,79875,"Ce n'est pas possible, comprenez donc, >> fit doucement observer Alice ; << cela les aurait rendues malades. ","They couldn't have done that, you know,"" Alice gently remarked; ""they'd have been ill.""",,,
exp,exp_name,alice,Alice,79830,79835,0,384,7,M_1860,"""They couldn't have done that, you know,"" Alice gently remarked; ""they'd have been ill.""","<< Ce n'est pas possible, comprenez donc, >> fit doucement observer Alice ; << cela les aurait rendues malades. >>",776,aligned,87151,87259,79789,79875,"Ce n'est pas possible, comprenez donc, >> fit doucement observer Alice ; << cela les aurait rendues malades. ","They couldn't have done that, you know,"" Alice gently remarked; ""they'd have been ill.""",Alice,87216.0,87221.0
exp,exp_name,the dormouse,the Dormouse,79899,79911,10,385,7,M_1861,"""So they were,"" said the Dormouse; ""_very_ ill.""","<< Et en effet, >> dit le Loir, << elles etaient tres-malades. >>",777,aligned,87266,87325,79879,79925,"Et en effet, >> dit le Loir, << elles etaient tres-malades. ","So they were,"" said the Dormouse; ""_very_ ill.""",le Loir,87286.0,87293.0
exp,exp_name,alice,Alice,79928,79933,0,386,7,M_1862,"Alice tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: ""But why did they live at the bottom of a well?""","Alice chercha a se figurer un peu l'effet que produirait sur elle une maniere de vivre si extraordinaire, mais cela lui parut trop embarrassant, et elle continua : << Mais pourquoi vivaient-elles au fond d'un puits ?",778,aligned,87329,87545,79928,80109,"Alice chercha a se figurer un peu l'effet que produirait sur elle une maniere de vivre si extraordinaire, mais cela lui parut trop embarrassant, et elle continua : << Mais pourquoi vivaient-elles au fond d'un puits ? ","Alice tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: ""But why did they live at the bottom of a well?""",elle,87390.0,87394.0
booknlp,COREF,40,herself,79952,79959,0,386,7,M_1863,"Alice tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: ""But why did they live at the bottom of a well?""","Alice chercha a se figurer un peu l'effet que produirait sur elle une maniere de vivre si extraordinaire, mais cela lui parut trop embarrassant, et elle continua : << Mais pourquoi vivaient-elles au fond d'un puits ?",778,aligned,87329,87545,79928,80109,"Alice chercha a se figurer un peu l'effet que produirait sur elle une maniere de vivre si extraordinaire, mais cela lui parut trop embarrassant, et elle continua : << Mais pourquoi vivaient-elles au fond d'un puits ? ","Alice tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: ""But why did they live at the bottom of a well?""",elle,87390.0,87394.0
booknlp,COREF,40,her,80032,80035,0,386,7,M_1864,"Alice tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: ""But why did they live at the bottom of a well?""","Alice chercha a se figurer un peu l'effet que produirait sur elle une maniere de vivre si extraordinaire, mais cela lui parut trop embarrassant, et elle continua : << Mais pourquoi vivaient-elles au fond d'un puits ?",778,aligned,87329,87545,79928,80109,"Alice chercha a se figurer un peu l'effet que produirait sur elle une maniere de vivre si extraordinaire, mais cela lui parut trop embarrassant, et elle continua : << Mais pourquoi vivaient-elles au fond d'un puits ? ","Alice tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: ""But why did they live at the bottom of a well?""",elle,87390.0,87394.0
booknlp,COREF,40,she,80049,80052,0,386,7,M_1865,"Alice tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: ""But why did they live at the bottom of a well?""","Alice chercha a se figurer un peu l'effet que produirait sur elle une maniere de vivre si extraordinaire, mais cela lui parut trop embarrassant, et elle continua : << Mais pourquoi vivaient-elles au fond d'un puits ?",778,aligned,87329,87545,79928,80109,"Alice chercha a se figurer un peu l'effet que produirait sur elle une maniere de vivre si extraordinaire, mais cela lui parut trop embarrassant, et elle continua : << Mais pourquoi vivaient-elles au fond d'un puits ? ","Alice tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: ""But why did they live at the bottom of a well?""",elle,87477.0,87481.0
exp,exp_name,march hare,March Hare,80138,80148,3,387,7,M_1866,"""Take some more tea,"" the March Hare said to Alice, very earnestly.",">> << Prenez un peu plus de the, >> dit le Lievre a Alice avec empressement.",779,aligned,87552,87622,80113,80179,"Prenez un peu plus de the, >> dit le Lievre a Alice avec empressement.
","Take some more tea,"" the March Hare said to Alice, very earnestly.
",,,
exp,exp_name,alice,Alice,80157,80162,0,387,7,M_1867,"""Take some more tea,"" the March Hare said to Alice, very earnestly.",">> << Prenez un peu plus de the, >> dit le Lievre a Alice avec empressement.",779,aligned,87552,87622,80113,80179,"Prenez un peu plus de the, >> dit le Lievre a Alice avec empressement.
","Take some more tea,"" the March Hare said to Alice, very earnestly.
",Alice,87598.0,87603.0
booknlp,COREF,40,I,80182,80183,0,388,7,M_1868,"""I've had nothing yet,"" Alice replied in an offended tone, ""so I can't take more.""","<< Je n'en ai pas pris du tout, >> repondit Alice d'un air offense. ~~~ << Je ne peux donc pas en prendre un peu plus.",780,aligned,87627,87738,80182,80262,"Je n'en ai pas pris du tout, >> repondit Alice d'un air offense. << Je ne peux donc pas en prendre un peu plus. ","I've had nothing yet,"" Alice replied in an offended tone, ""so I can't take more.""",Je,87627.0,87629.0
exp,exp_name,alice,Alice,80205,80210,0,388,7,M_1869,"""I've had nothing yet,"" Alice replied in an offended tone, ""so I can't take more.""","<< Je n'en ai pas pris du tout, >> repondit Alice d'un air offense. ~~~ << Je ne peux donc pas en prendre un peu plus.",780,aligned,87627,87738,80182,80262,"Je n'en ai pas pris du tout, >> repondit Alice d'un air offense. << Je ne peux donc pas en prendre un peu plus. ","I've had nothing yet,"" Alice replied in an offended tone, ""so I can't take more.""",,,
booknlp,COREF,40,I,80244,80245,0,388,7,M_1870,"""I've had nothing yet,"" Alice replied in an offended tone, ""so I can't take more.""","<< Je n'en ai pas pris du tout, >> repondit Alice d'un air offense. ~~~ << Je ne peux donc pas en prendre un peu plus.",780,aligned,87627,87738,80182,80262,"Je n'en ai pas pris du tout, >> repondit Alice d'un air offense. << Je ne peux donc pas en prendre un peu plus. ","I've had nothing yet,"" Alice replied in an offended tone, ""so I can't take more.""",Je,87695.0,87697.0
pdnc,qID,Q328-0,You,80266,80269,0,389,7,M_1871,"""You mean you can't take _less_,"" said the Hatter: ""it's very easy to take _more_ than nothing.""","'>> << Vous voulez dire que vous ne pouvez pas en prendre moins, >> dit le Chapelier. ~~~ << Il est tres-aise de prendre un peu plus que pas du tout. >>",784,aligned,87745,87883,80266,80360,"Vous voulez dire que vous ne pouvez pas en prendre moins, >> dit le Chapelier. << Il est tres-aise de prendre un peu plus que pas du tout. ","You mean you can't take _less_,"" said the Hatter: ""it's very easy to take _more_ than nothing.""",vous,87766.0,87770.0
pdnc,qID,Q328-0,you,80275,80278,0,389,7,M_1872,"""You mean you can't take _less_,"" said the Hatter: ""it's very easy to take _more_ than nothing.""","'>> << Vous voulez dire que vous ne pouvez pas en prendre moins, >> dit le Chapelier. ~~~ << Il est tres-aise de prendre un peu plus que pas du tout. >>",784,aligned,87745,87883,80266,80360,"Vous voulez dire que vous ne pouvez pas en prendre moins, >> dit le Chapelier. << Il est tres-aise de prendre un peu plus que pas du tout. ","You mean you can't take _less_,"" said the Hatter: ""it's very easy to take _more_ than nothing.""",vous,87766.0,87770.0
exp,exp_name,the hatter,the Hatter,80304,80314,14,389,7,M_1873,"""You mean you can't take _less_,"" said the Hatter: ""it's very easy to take _more_ than nothing.""","'>> << Vous voulez dire que vous ne pouvez pas en prendre moins, >> dit le Chapelier. ~~~ << Il est tres-aise de prendre un peu plus que pas du tout. >>",784,aligned,87745,87883,80266,80360,"Vous voulez dire que vous ne pouvez pas en prendre moins, >> dit le Chapelier. << Il est tres-aise de prendre un peu plus que pas du tout. ","You mean you can't take _less_,"" said the Hatter: ""it's very easy to take _more_ than nothing.""",le Chapelier,87810.0,87822.0
pdnc,qID,Q329-0,your,80378,80382,14,390,7,M_1874,"""Nobody asked _your_ opinion,"" said Alice.","<< On ne vous a pas demande votre avis, a vous, >> dit Alice.",783,aligned,87890,87948,80364,80405,"On ne vous a pas demande votre avis, a vous, >> dit Alice.
","Nobody asked _your_ opinion,"" said Alice.
",votre,87915.0,87920.0
exp,exp_name,alice,Alice,80399,80404,0,390,7,M_1875,"""Nobody asked _your_ opinion,"" said Alice.","<< On ne vous a pas demande votre avis, a vous, >> dit Alice.",783,aligned,87890,87948,80364,80405,"On ne vous a pas demande votre avis, a vous, >> dit Alice.
","Nobody asked _your_ opinion,"" said Alice.
",Alice,87942.0,87947.0
exp,exp_name,the hatter,the Hatter,80444,80454,14,391,7,M_1876,"""Who's making personal remarks now?"" the Hatter asked triumphantly.",<< Ah ! qui est-ce qui se permet de faire des observations ? >> demanda le Chapelier d'un air triomphant.,781,aligned,87953,88055,80408,80474,"Ah ! qui est-ce qui se permet de faire des observations ? >> demanda le Chapelier d'un air triomphant.
","Who's making personal remarks now?"" the Hatter asked triumphantly.
",le Chapelier,88022.0,88034.0
exp,exp_name,alice,Alice,80476,80481,0,392,7,M_1877,"Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question.","Alice ne savait pas trop que repondre a cela. Aussi se servit-elle un peu de the et une tartine de pain et de beurre ; puis elle se tourna du cote du Loir, et repeta sa question.",782,aligned,88057,88235,80476,80637,"Alice ne savait pas trop que repondre a cela. Aussi se servit-elle un peu de the et une tartine de pain et de beurre ; puis elle se tourna du cote du Loir, et repeta sa question. ","Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question. ",,,
booknlp,COREF,40,she,80525,80528,0,392,7,M_1878,"Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question.","Alice ne savait pas trop que repondre a cela. Aussi se servit-elle un peu de the et une tartine de pain et de beurre ; puis elle se tourna du cote du Loir, et repeta sa question.",782,aligned,88057,88235,80476,80637,"Alice ne savait pas trop que repondre a cela. Aussi se servit-elle un peu de the et une tartine de pain et de beurre ; puis elle se tourna du cote du Loir, et repeta sa question. ","Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question. ",elle,88181.0,88185.0
booknlp,COREF,40,herself,80536,80543,0,392,7,M_1879,"Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question.","Alice ne savait pas trop que repondre a cela. Aussi se servit-elle un peu de the et une tartine de pain et de beurre ; puis elle se tourna du cote du Loir, et repeta sa question.",782,aligned,88057,88235,80476,80637,"Alice ne savait pas trop que repondre a cela. Aussi se servit-elle un peu de the et une tartine de pain et de beurre ; puis elle se tourna du cote du Loir, et repeta sa question. ","Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question. ",se,88109.0,88111.0
exp,exp_name,the dormouse,the Dormouse,80597,80609,10,392,7,M_1880,"Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question.","Alice ne savait pas trop que repondre a cela. Aussi se servit-elle un peu de the et une tartine de pain et de beurre ; puis elle se tourna du cote du Loir, et repeta sa question.",782,aligned,88057,88235,80476,80637,"Alice ne savait pas trop que repondre a cela. Aussi se servit-elle un peu de the et une tartine de pain et de beurre ; puis elle se tourna du cote du Loir, et repeta sa question. ","Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question. ",du Loir,88204.0,88211.0
booknlp,COREF,40,her,80624,80627,0,392,7,M_1881,"Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question.","Alice ne savait pas trop que repondre a cela. Aussi se servit-elle un peu de the et une tartine de pain et de beurre ; puis elle se tourna du cote du Loir, et repeta sa question.",782,aligned,88057,88235,80476,80637,"Alice ne savait pas trop que repondre a cela. Aussi se servit-elle un peu de the et une tartine de pain et de beurre ; puis elle se tourna du cote du Loir, et repeta sa question. ","Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question. ",sa,88223.0,88225.0
exp,exp_name,the dormouse,The Dormouse,80684,80696,10,393,7,M_1882,"The Dormouse again took a minute or two to think about it, and then said, ""It was a treacle-well.""",>> Le Loir reflechit de nouveau pendant quelques instants et dit : << C'etait un puits de melasse.,786,aligned,88287,88382,80684,80781,Le Loir reflechit de nouveau pendant quelques instants et dit : << C'etait un puits de melasse. ,"The Dormouse again took a minute or two to think about it, and then said, ""It was a treacle-well.""",,,
exp,exp_name,two,two,80720,80723,24,393,7,M_1883,"The Dormouse again took a minute or two to think about it, and then said, ""It was a treacle-well.""",>> Le Loir reflechit de nouveau pendant quelques instants et dit : << C'etait un puits de melasse.,786,aligned,88287,88382,80684,80781,Le Loir reflechit de nouveau pendant quelques instants et dit : << C'etait un puits de melasse. ,"The Dormouse again took a minute or two to think about it, and then said, ""It was a treacle-well.""",,,
exp,exp_name,alice,Alice,80809,80814,0,394,7,M_1884,"""There's no such thing!"" Alice was beginning very angrily,",'>> << Il n'en existe pas ! >> se mit a dire Alice d'un ton courrouce.,796,aligned,88389,88452,80785,80842,Il n'en existe pas ! >> se mit a dire Alice d'un ton courrouce. ,"There's no such thing!"" Alice was beginning very angrily, ",Alice,88427.0,88432.0
exp,exp_name,the hatter,the Hatter,80847,80857,14,394,7,M_1885,"but the Hatter and the March Hare went ""Sh! sh!""",~~~ Mais le Chapelier et le Lievre firent << Chut ! Chut ! >>,795,aligned,88452,88507,80843,80890, Mais le Chapelier et le Lievre firent << Chut ! Chut ! ,"but the Hatter and the March Hare went ""Sh! sh!""",le Chapelier,88458.0,88470.0
exp,exp_name,march hare,March Hare,80866,80876,3,394,7,M_1886,"but the Hatter and the March Hare went ""Sh! sh!""",~~~ Mais le Chapelier et le Lievre firent << Chut ! Chut ! >>,795,aligned,88452,88507,80843,80890, Mais le Chapelier et le Lievre firent << Chut ! Chut ! ,"but the Hatter and the March Hare went ""Sh! sh!""",,,
exp,exp_name,the dormouse,the Dormouse,80896,80908,10,394,7,M_1887,"and the Dormouse sulkily remarked, ""If you can't be civil, you'd better finish the story for yourself.""","et le Loir fit observer d'un ton bourru : << Tachez d'etre polie, ou finissez l'histoire vous-meme. >>",794,aligned,88511,88610,80892,80994,"et le Loir fit observer d'un ton bourru : << Tachez d'etre polie, ou finissez l'histoire vous-meme. ","and the Dormouse sulkily remarked, ""If you can't be civil, you'd better finish the story for yourself.""",le Loir,88514.0,88521.0
pdnc,qID,Q334-0,you,80931,80934,0,394,7,M_1888,"and the Dormouse sulkily remarked, ""If you can't be civil, you'd better finish the story for yourself.""","et le Loir fit observer d'un ton bourru : << Tachez d'etre polie, ou finissez l'histoire vous-meme. >>",794,aligned,88511,88610,80892,80994,"et le Loir fit observer d'un ton bourru : << Tachez d'etre polie, ou finissez l'histoire vous-meme. ","and the Dormouse sulkily remarked, ""If you can't be civil, you'd better finish the story for yourself.""",vous,88600.0,88604.0
pdnc,qID,Q334-0,you,80951,80954,0,394,7,M_1889,"and the Dormouse sulkily remarked, ""If you can't be civil, you'd better finish the story for yourself.""","et le Loir fit observer d'un ton bourru : << Tachez d'etre polie, ou finissez l'histoire vous-meme. >>",794,aligned,88511,88610,80892,80994,"et le Loir fit observer d'un ton bourru : << Tachez d'etre polie, ou finissez l'histoire vous-meme. ","and the Dormouse sulkily remarked, ""If you can't be civil, you'd better finish the story for yourself.""",vous,88600.0,88604.0
booknlp,COREF,40,yourself,80985,80993,0,394,7,M_1890,"and the Dormouse sulkily remarked, ""If you can't be civil, you'd better finish the story for yourself.""","et le Loir fit observer d'un ton bourru : << Tachez d'etre polie, ou finissez l'histoire vous-meme. >>",794,aligned,88511,88610,80892,80994,"et le Loir fit observer d'un ton bourru : << Tachez d'etre polie, ou finissez l'histoire vous-meme. ","and the Dormouse sulkily remarked, ""If you can't be civil, you'd better finish the story for yourself.""",vous-meme,88600.0,88609.0
exp,exp_name,alice,Alice,81017,81022,0,395,7,M_1891,"""No, please go on!"" Alice said very humbly;","<< Non, continuez, je vous prie, >> dit Alice tres-humblement.",798,aligned,88617,88676,80998,81040,"Non, continuez, je vous prie, >> dit Alice tres-humblement. ","No, please go on!"" Alice said very humbly; ",Alice,88654.0,88659.0
booknlp,COREF,40,I,81042,81043,0,395,7,M_1892,"""I won't interrupt again. I dare say there may be _one_.""",<< Je ne vous interromprai plus ; peut-etre en existe-t-il un. >>,792,aligned,88680,88739,81042,81097,Je ne vous interromprai plus ; peut-etre en existe-t-il un. ,"I won't interrupt again. I dare say there may be _one_.""",Je,88680.0,88682.0
booknlp,COREF,40,I,81067,81068,0,395,7,M_1893,"""I won't interrupt again. I dare say there may be _one_.""",<< Je ne vous interromprai plus ; peut-etre en existe-t-il un. >>,792,aligned,88680,88739,81042,81097,Je ne vous interromprai plus ; peut-etre en existe-t-il un. ,"I won't interrupt again. I dare say there may be _one_.""",,,
exp,exp_name,the dormouse,the Dormouse,81120,81132,10,396,7,M_1894,"""One, indeed!"" said the Dormouse indignantly.","<< Un, vraiment ! >> dit le Loir avec indignation ;",788,aligned,88746,88794,81101,81145,"Un, vraiment ! >> dit le Loir avec indignation ; ","One, indeed!"" said the Dormouse indignantly. ",le Loir,88768.0,88775.0
exp,exp_name,alice,Alice,81282,81287,0,397,7,M_1895,"""What did they draw?"" said Alice, quite forgetting her promise.","<< Comment auraient-elles pu s'en tirer ? >> dit Alice, oubliant tout a fait sa promesse.",791,aligned,88947,89033,81256,81318,"Comment auraient-elles pu s'en tirer ? >> dit Alice, oubliant tout a fait sa promesse.
","What did they draw?"" said Alice, quite forgetting her promise.
",Alice,88993.0,88998.0
booknlp,COREF,40,her,81306,81309,0,397,7,M_1896,"""What did they draw?"" said Alice, quite forgetting her promise.","<< Comment auraient-elles pu s'en tirer ? >> dit Alice, oubliant tout a fait sa promesse.",791,aligned,88947,89033,81256,81318,"Comment auraient-elles pu s'en tirer ? >> dit Alice, oubliant tout a fait sa promesse.
","What did they draw?"" said Alice, quite forgetting her promise.
",sa,89021.0,89023.0
exp,exp_name,the hatter,the Hatter,81423,81433,14,399,7,M_1899,"""I want a clean cup,"" interrupted the Hatter:","<< Il me faut une tasse propre, >> interrompit le Chapelier.",789,aligned,89065,89122,81390,81434,"Il me faut une tasse propre, >> interrompit le Chapelier. ","I want a clean cup,"" interrupted the Hatter: ",le Chapelier,89109.0,89121.0
exp,exp_name,the dormouse,the Dormouse,81496,81508,10,400,7,M_1900,"He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse's place, and Alice rather unwillingly took the place of the March Hare.",">> Il avancait tout en parlant, et le Loir le suivit ; le Lievre prit la place du Loir, et Alice prit, d'assez mauvaise grace, celle du Lievre.",799,aligned,89156,89296,81467,81633,"Il avancait tout en parlant, et le Loir le suivit ; le Lievre prit la place du Loir, et Alice prit, d'assez mauvaise grace, celle du Lievre. ","He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse's place, and Alice rather unwillingly took the place of the March Hare. ",le,89188.0,89190.0
exp,exp_name,march hare,March Hare,81527,81537,3,400,7,M_1901,"He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse's place, and Alice rather unwillingly took the place of the March Hare.",">> Il avancait tout en parlant, et le Loir le suivit ; le Lievre prit la place du Loir, et Alice prit, d'assez mauvaise grace, celle du Lievre.",799,aligned,89156,89296,81467,81633,"Il avancait tout en parlant, et le Loir le suivit ; le Lievre prit la place du Loir, et Alice prit, d'assez mauvaise grace, celle du Lievre. ","He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse's place, and Alice rather unwillingly took the place of the March Hare. ",,,
