eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences,occurrences_tuple,fr_text,fr_startByte,fr_endByte
exp,exp_name,catherine,Catherine,125640,125649,0,387,11,M_1292,"""Catherine went every five minutes to the clock, threatening on each return that, if it still kept on raining another five minutes, she would give up the matter as hopeless.""",'les regards de Catherine se portaient alternativement et sur sa montre et du cote de la fenetre : l'espoir l'abandonnait ou renaissait selon que la pluie tombait plus ou moins fort.',720,aligned,141442,141623,125640,125812,les regards de Catherine se portaient alternativement et sur sa montre et du cote de la fenetre : l'espoir l'abandonnait ou renaissait selon que la pluie tombait plus ou moins fort. ,"Catherine went every five
minutes to the clock, threatening on each return that, if it still kept
on raining another five minutes, she would give up the matter as
hopeless. ",['Catherine'],"[('Catherine', 141457, 141466)]","(('Catherine', 141457, 141466),)",Catherine,141457.0,141466.0
exp,exp_name,catherine,Catherine,126346,126355,0,389,11,M_1295,"""At half past twelve, when Catherine s anxious attention to the weather was over and she could no longer claim any merit from its amendment, the sky began voluntarily to clear.""","'Une demi-heure se passa encore et tint Catherine dans la meme perplexite. Au bout de ce tems un rayon de soleil, percant le nuage, vint briller pres d'elle.'",725,aligned,142211,142367,126320,126495,"Une demi-heure se passa encore et tint Catherine dans la meme perplexite. Au bout de ce tems un rayon de soleil, percant le nuage, vint briller pres d'elle. ","At half past twelve, when Catherine s anxious attention to the weather
was over and she could no longer claim any merit from its amendment,
the sky began voluntarily to clear. ",['Catherine'],"[('Catherine', 142250, 142259)]","(('Catherine', 142250, 142259),)",Catherine,142250.0,142259.0
exp,exp_name,mrs. allen,Mrs. Allen,126779,126789,13,389,11,M_1296,"""Ten minutes more made it certain that a bright afternoon would succeed, and justified the opinion of Mrs. Allen, who had ""always thought it would clear up.""""","'Sans doute, il fut sensible a ses voeux ; car dix minutes apres les nuages avaient disparu, et le tems devint delicieux ; ce qui justifia l'opinion de Mistriss Allen, qui assurait avoir toujours pense qu'il ferait beau, si le tems s'eclaircissait.'",727,aligned,142512,142759,126678,126833,"Sans doute, il fut sensible a ses voeux ; car dix minutes apres les nuages avaient disparu, et le tems devint delicieux ; ce qui justifia l'opinion de Mistriss Allen, qui assurait avoir toujours pense qu'il ferait beau, si le tems s'eclaircissait. ","Ten minutes more made it certain that a bright afternoon
would succeed, and justified the opinion of Mrs. Allen, who had ""always
thought it would clear up.""",['Mme Allen'],"[(None, None, None)]","((None, None, None),)",Mistriss Allen,142663.0,142677.0
pdnc,qID,Q332-0,Isabella,127309,127317,5,391,11,M_1302,"""Isabella, my brother, and Mr. Thorpe, I declare! They are coming for me perhaps but I shall not go I cannot go indeed, for you know Miss Tilney may still call.""","'Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir.'",731,aligned,143162,143384,127309,127468,"Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir. ","Isabella, my brother, and Mr. Thorpe, I declare! They are coming for
me perhaps but I shall not go I cannot go indeed, for you know Miss
Tilney may still call.""",['Isabella'],"[(None, None, None)]","((None, None, None),)",Isabelle,143162.0,143170.0
pdnc,qID,Q332-0,my brother,127319,127329,6,391,11,M_1303,"""Isabella, my brother, and Mr. Thorpe, I declare! They are coming for me perhaps but I shall not go I cannot go indeed, for you know Miss Tilney may still call.""","'Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir.'",731,aligned,143162,143384,127309,127468,"Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir. ","Isabella, my brother, and Mr. Thorpe, I declare! They are coming for
me perhaps but I shall not go I cannot go indeed, for you know Miss
Tilney may still call.""",['mon frere'],"[('mon frere', 143173, 143182)]","(('mon frere', 143173, 143182),)",mon frere,143173.0,143182.0
pdnc,qID,Q332-0,Mr. Thorpe,127335,127345,7,391,11,M_1304,"""Isabella, my brother, and Mr. Thorpe, I declare! They are coming for me perhaps but I shall not go I cannot go indeed, for you know Miss Tilney may still call.""","'Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir.'",731,aligned,143162,143384,127309,127468,"Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir. ","Isabella, my brother, and Mr. Thorpe, I declare! They are coming for
me perhaps but I shall not go I cannot go indeed, for you know Miss
Tilney may still call.""",['M. Thorpe'],"[('M. Thorpe', 143185, 143194)]","(('M. Thorpe', 143185, 143194),)",M. Thorpe,143185.0,143194.0
booknlp,COREF,91,I,127347,127348,13,391,11,M_1305,"""Isabella, my brother, and Mr. Thorpe, I declare! They are coming for me perhaps but I shall not go I cannot go indeed, for you know Miss Tilney may still call.""","'Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir.'",731,aligned,143162,143384,127309,127468,"Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir. ","Isabella, my brother, and Mr. Thorpe, I declare! They are coming for
me perhaps but I shall not go I cannot go indeed, for you know Miss
Tilney may still call.""","['je', ""j'""]","[('je', 143263, 143265), ('je', 143289, 143291), ('je', 143324, 143326)]","(('je', 143263, 143265), ('je', 143289, 143291), ('je', 143324, 143326))",,,
booknlp,COREF,91,me,127378,127380,13,391,11,M_1306,"""Isabella, my brother, and Mr. Thorpe, I declare! They are coming for me perhaps but I shall not go I cannot go indeed, for you know Miss Tilney may still call.""","'Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir.'",731,aligned,143162,143384,127309,127468,"Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir. ","Isabella, my brother, and Mr. Thorpe, I declare! They are coming for
me perhaps but I shall not go I cannot go indeed, for you know Miss
Tilney may still call.""","['moi', ""m'""]","[(None, None, None)]","((None, None, None),)",me,143244.0,143246.0
booknlp,COREF,91,I,127393,127394,13,391,11,M_1307,"""Isabella, my brother, and Mr. Thorpe, I declare! They are coming for me perhaps but I shall not go I cannot go indeed, for you know Miss Tilney may still call.""","'Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir.'",731,aligned,143162,143384,127309,127468,"Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir. ","Isabella, my brother, and Mr. Thorpe, I declare! They are coming for
me perhaps but I shall not go I cannot go indeed, for you know Miss
Tilney may still call.""","['je', ""j'""]","[('je', 143263, 143265), ('je', 143289, 143291), ('je', 143324, 143326)]","(('je', 143263, 143265), ('je', 143289, 143291), ('je', 143324, 143326))",je,143289.0,143291.0
booknlp,COREF,91,I,127408,127409,13,391,11,M_1308,"""Isabella, my brother, and Mr. Thorpe, I declare! They are coming for me perhaps but I shall not go I cannot go indeed, for you know Miss Tilney may still call.""","'Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir.'",731,aligned,143162,143384,127309,127468,"Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir. ","Isabella, my brother, and Mr. Thorpe, I declare! They are coming for
me perhaps but I shall not go I cannot go indeed, for you know Miss
Tilney may still call.""","['je', ""j'""]","[('je', 143263, 143265), ('je', 143289, 143291), ('je', 143324, 143326)]","(('je', 143263, 143265), ('je', 143289, 143291), ('je', 143324, 143326))",je,143289.0,143291.0
pdnc,qID,Q332-0,you,127432,127435,13,391,11,M_1309,"""Isabella, my brother, and Mr. Thorpe, I declare! They are coming for me perhaps but I shall not go I cannot go indeed, for you know Miss Tilney may still call.""","'Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir.'",731,aligned,143162,143384,127309,127468,"Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir. ","Isabella, my brother, and Mr. Thorpe, I declare! They are coming for
me perhaps but I shall not go I cannot go indeed, for you know Miss
Tilney may still call.""","['tu', 'vous']","[('vous', 143339, 143343)]","(('vous', 143339, 143343),)",Vous,143339.0,143343.0
pdnc,qID,Q332-0,Miss Tilney,127441,127452,1,391,11,M_1310,"""Isabella, my brother, and Mr. Thorpe, I declare! They are coming for me perhaps but I shall not go I cannot go indeed, for you know Miss Tilney may still call.""","'Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir.'",731,aligned,143162,143384,127309,127468,"Isabelle ! mon frere ! M. Thorpe ! s'ecria-t-elle : ils viennent peut-etre encore me chercher ; mais je declare a l'avance que je n'irai pas avec eux. En verite, je ne le puis. Vous voyez que Miss Tilney peut encore venir. ","Isabella, my brother, and Mr. Thorpe, I declare! They are coming for
me perhaps but I shall not go I cannot go indeed, for you know Miss
Tilney may still call.""",['Mlle Tilney'],"[(None, None, None)]","((None, None, None),)",Miss Tilney,143354.0,143365.0
exp,exp_name,mrs. allen,Mrs. Allen,127470,127480,13,391,11,M_1311,"""Mrs. Allen agreed to it.""",'Mistriss Allen dit qu'elle avait raison.',710,aligned,143385,143425,127470,127494,Mistriss Allen dit qu'elle avait raison. ,Mrs. Allen agreed to it. ,['Mme Allen'],"[(None, None, None)]","((None, None, None),)",Mistriss Allen,143385.0,143399.0
exp,exp_name,john thorpe,John Thorpe,127495,127506,7,391,11,M_1312,"""John Thorpe was soon with them, and his voice was with them yet sooner, for on the stairs he was calling out to Miss Morland to be quick.""","'M. Thorpe se fit bientot entendre. En montant l'escalier, il criait de toutes ses forces : Miss Morland est-elle prete ?'",718,aligned,143426,143546,127495,127632,"M. Thorpe se fit bientot entendre. En montant l'escalier, il criait de toutes ses forces : Miss Morland est-elle prete ? ","John Thorpe was soon
with them, and his voice was with them yet sooner, for on the stairs he
was calling out to Miss Morland to be quick. ",['John Thorpe'],"[(None, None, None)]","((None, None, None),)",M. Thorpe,143426.0,143435.0
booknlp,COREF,103,his,127531,127534,7,391,11,M_1313,"""John Thorpe was soon with them, and his voice was with them yet sooner, for on the stairs he was calling out to Miss Morland to be quick.""","'M. Thorpe se fit bientot entendre. En montant l'escalier, il criait de toutes ses forces : Miss Morland est-elle prete ?'",718,aligned,143426,143546,127495,127632,"M. Thorpe se fit bientot entendre. En montant l'escalier, il criait de toutes ses forces : Miss Morland est-elle prete ? ","John Thorpe was soon
with them, and his voice was with them yet sooner, for on the stairs he
was calling out to Miss Morland to be quick. ","['son', 'sa', 'ses', 'le sien']","[('ses', 143504, 143507)]","(('ses', 143504, 143507),)",,,
booknlp,COREF,103,he,127585,127587,7,391,11,M_1314,"""John Thorpe was soon with them, and his voice was with them yet sooner, for on the stairs he was calling out to Miss Morland to be quick.""","'M. Thorpe se fit bientot entendre. En montant l'escalier, il criait de toutes ses forces : Miss Morland est-elle prete ?'",718,aligned,143426,143546,127495,127632,"M. Thorpe se fit bientot entendre. En montant l'escalier, il criait de toutes ses forces : Miss Morland est-elle prete ? ","John Thorpe was soon
with them, and his voice was with them yet sooner, for on the stairs he
was calling out to Miss Morland to be quick. ",['il'],"[('il', 143484, 143486)]","(('il', 143484, 143486),)",il,143484.0,143486.0
exp,exp_name,miss morland,Miss Morland,127607,127619,0,391,11,M_1315,"""John Thorpe was soon with them, and his voice was with them yet sooner, for on the stairs he was calling out to Miss Morland to be quick.""","'M. Thorpe se fit bientot entendre. En montant l'escalier, il criait de toutes ses forces : Miss Morland est-elle prete ?'",718,aligned,143426,143546,127495,127632,"M. Thorpe se fit bientot entendre. En montant l'escalier, il criait de toutes ses forces : Miss Morland est-elle prete ? ","John Thorpe was soon
with them, and his voice was with them yet sooner, for on the stairs he
was calling out to Miss Morland to be quick. ",['Mlle Morland'],"[(None, None, None)]","((None, None, None),)",Miss Morland,143517.0,143529.0
booknlp,COREF,103,I,127851,127852,7,392,11,M_1320,"""To Bristol! Is not that a great way off? But, however, I cannot go with you today, because I am engaged; I expect some friends every moment.""","'-- A Bristol, mais c'est bien loin. D'ailleurs je ne puis aller avec vous ; j'ai des engagemens ; j'attends quelques amis qui doivent venir dans un instant.'",696,aligned,143731,143887,127796,127936,"-- A Bristol, mais c'est bien loin. D'ailleurs je ne puis aller avec vous ; j'ai des engagemens ; j'attends quelques amis qui doivent venir dans un instant. ","To Bristol! Is not that a great way off? But, however, I cannot go
with you today, because I am engaged; I expect some friends every
moment.""","['je', ""j'""]","[('je', 143778, 143780), (""j'"", 143807, 143809), (""j'"", 143829, 143831)]","(('je', 143778, 143780), (""j'"", 143807, 143809), (""j'"", 143829, 143831))",je,143778.0,143780.0
booknlp,COREF,91,you,127868,127871,13,392,11,M_1321,"""To Bristol! Is not that a great way off? But, however, I cannot go with you today, because I am engaged; I expect some friends every moment.""","'-- A Bristol, mais c'est bien loin. D'ailleurs je ne puis aller avec vous ; j'ai des engagemens ; j'attends quelques amis qui doivent venir dans un instant.'",696,aligned,143731,143887,127796,127936,"-- A Bristol, mais c'est bien loin. D'ailleurs je ne puis aller avec vous ; j'ai des engagemens ; j'attends quelques amis qui doivent venir dans un instant. ","To Bristol! Is not that a great way off? But, however, I cannot go
with you today, because I am engaged; I expect some friends every
moment.""","['tu', 'vous']","[('vous', 143800, 143804)]","(('vous', 143800, 143804),)",vous,143800.0,143804.0
booknlp,COREF,103,I,127887,127888,7,392,11,M_1322,"""To Bristol! Is not that a great way off? But, however, I cannot go with you today, because I am engaged; I expect some friends every moment.""","'-- A Bristol, mais c'est bien loin. D'ailleurs je ne puis aller avec vous ; j'ai des engagemens ; j'attends quelques amis qui doivent venir dans un instant.'",696,aligned,143731,143887,127796,127936,"-- A Bristol, mais c'est bien loin. D'ailleurs je ne puis aller avec vous ; j'ai des engagemens ; j'attends quelques amis qui doivent venir dans un instant. ","To Bristol! Is not that a great way off? But, however, I cannot go
with you today, because I am engaged; I expect some friends every
moment.""","['je', ""j'""]","[('je', 143778, 143780), (""j'"", 143807, 143809), (""j'"", 143829, 143831)]","(('je', 143778, 143780), (""j'"", 143807, 143809), (""j'"", 143829, 143831))",j',143807.0,143809.0
booknlp,COREF,103,I,127901,127902,7,392,11,M_1323,"""To Bristol! Is not that a great way off? But, however, I cannot go with you today, because I am engaged; I expect some friends every moment.""","'-- A Bristol, mais c'est bien loin. D'ailleurs je ne puis aller avec vous ; j'ai des engagemens ; j'attends quelques amis qui doivent venir dans un instant.'",696,aligned,143731,143887,127796,127936,"-- A Bristol, mais c'est bien loin. D'ailleurs je ne puis aller avec vous ; j'ai des engagemens ; j'attends quelques amis qui doivent venir dans un instant. ","To Bristol! Is not that a great way off? But, however, I cannot go
with you today, because I am engaged; I expect some friends every
moment.""","['je', ""j'""]","[('je', 143778, 143780), (""j'"", 143807, 143809), (""j'"", 143829, 143831)]","(('je', 143778, 143780), (""j'"", 143807, 143809), (""j'"", 143829, 143831))",j',143807.0,143809.0
exp,exp_name,mrs. allen,Mrs. Allen,128001,128011,13,392,11,M_1324,"""This was of course vehemently talked down as no reason at all; Mrs. Allen was called on to second him, and the two others walked in, to give their assistance.""","'John se recria vivement, l'assura qu'elle ne pouvait se dispenser d'aller avec eux. Il pria Mist. Allen d'engager Catherine a y consentir ; il appela Isabelle et James, qui etaient restes dans la voiture, en leur disant de venir comme auxiliaires pour l'aider a persuader Catherine.'",687,aligned,143888,144170,127938,128096,"John se recria vivement, l'assura qu'elle ne pouvait se dispenser d'aller avec eux. Il pria Mist. Allen d'engager Catherine a y consentir ; il appela Isabelle et James, qui etaient restes dans la voiture, en leur disant de venir comme auxiliaires pour l'aider a persuader Catherine. ","This was of course vehemently talked down as no reason at all;
Mrs. Allen was called on to second him, and the two others walked in,
to give their assistance. ",['Mme Allen'],"[(None, None, None)]","((None, None, None),)",Mist. Allen,143980.0,143991.0
booknlp,COREF,103,him,128036,128039,7,392,11,M_1325,"""This was of course vehemently talked down as no reason at all; Mrs. Allen was called on to second him, and the two others walked in, to give their assistance.""","'John se recria vivement, l'assura qu'elle ne pouvait se dispenser d'aller avec eux. Il pria Mist. Allen d'engager Catherine a y consentir ; il appela Isabelle et James, qui etaient restes dans la voiture, en leur disant de venir comme auxiliaires pour l'aider a persuader Catherine.'",687,aligned,143888,144170,127938,128096,"John se recria vivement, l'assura qu'elle ne pouvait se dispenser d'aller avec eux. Il pria Mist. Allen d'engager Catherine a y consentir ; il appela Isabelle et James, qui etaient restes dans la voiture, en leur disant de venir comme auxiliaires pour l'aider a persuader Catherine. ","This was of course vehemently talked down as no reason at all;
Mrs. Allen was called on to second him, and the two others walked in,
to give their assistance. ",['lui'],"[(None, None, None)]","((None, None, None),)",Il,143972.0,143974.0
pdnc,qID,Q335-0,My sweetest Catherine,128098,128119,0,392,11,M_1326,"""My sweetest Catherine, is not this delightful? We shall have a most heavenly drive. You are to thank your brother and me for the scheme; it darted into our heads at breakfast-time, I verily believe at the same instant; and we should have been off two hours ago if it had not been for this detestable rain. But it does not signify, the nights are moonlight, and we shall do delightfully. Oh! I am in such ecstasies at the thoughts of a little country air and quiet! So much better than going to the Lower Rooms. We shall drive directly to Clifton and dine there; and, as soon as dinner is over, if there is time for it, go on to Kingsweston.""","'Ma chere Miss Morland, ajouta-t-il, ne soyez pas si cruelle ; nous aurons un tems charmant ; vous nous remercierez, votre frere et moi, d'avoir concu ce projet qui s'est forme dans nos tetes au meme instant, je crois, pendant que nous dejeunions. Il y a deux heures que nous serions venus, sans cette maudite pluie ; mais qu'importe, il fait clair de lune, cela sera delicieux. Je suis ravie en pensant que nous allons respirer l'air de la campagne ; cela ne vaut-il pas mille fois mieux que d'aller dans le petit salon de Pump-Room ? Nous nous dirigerons sur Clifton, nous y dinerons ; ensuite, si nous en avons encore le tems, nous irons a Kingswerton.'",709,aligned,144171,144825,128098,128738,"Ma chere Miss Morland, ajouta-t-il, ne soyez pas si cruelle ; nous aurons un tems charmant ; vous nous remercierez, votre frere et moi, d'avoir concu ce projet qui s'est forme dans nos tetes au meme instant, je crois, pendant que nous dejeunions. Il y a deux heures que nous serions venus, sans cette maudite pluie ; mais qu'importe, il fait clair de lune, cela sera delicieux. Je suis ravie en pensant que nous allons respirer l'air de la campagne ; cela ne vaut-il pas mille fois mieux que d'aller dans le petit salon de Pump-Room ? Nous nous dirigerons sur Clifton, nous y dinerons ; ensuite, si nous en avons encore le tems, nous irons a Kingswerton. ","My sweetest Catherine, is not this
delightful? We shall have a most heavenly drive. You are to thank your
brother and me for the scheme; it darted into our heads at
breakfast-time, I verily believe at the same instant; and we should
have been off two hours ago if it had not been for this detestable
rain. But it does not signify, the nights are moonlight, and we shall
do delightfully. Oh! I am in such ecstasies at the thoughts of a little
country air and quiet! So much better than going to the Lower Rooms. We
shall drive directly to Clifton and dine there; and, as soon as dinner
is over, if there is time for it, go on to Kingsweston.""",['Ma plus douce Catherine'],"[(None, None, None)]","((None, None, None),)",,,
pdnc,qID,Q335-0,You,128182,128185,0,392,11,M_1327,"""My sweetest Catherine, is not this delightful? We shall have a most heavenly drive. You are to thank your brother and me for the scheme; it darted into our heads at breakfast-time, I verily believe at the same instant; and we should have been off two hours ago if it had not been for this detestable rain. But it does not signify, the nights are moonlight, and we shall do delightfully. Oh! I am in such ecstasies at the thoughts of a little country air and quiet! So much better than going to the Lower Rooms. We shall drive directly to Clifton and dine there; and, as soon as dinner is over, if there is time for it, go on to Kingsweston.""","'Ma chere Miss Morland, ajouta-t-il, ne soyez pas si cruelle ; nous aurons un tems charmant ; vous nous remercierez, votre frere et moi, d'avoir concu ce projet qui s'est forme dans nos tetes au meme instant, je crois, pendant que nous dejeunions. Il y a deux heures que nous serions venus, sans cette maudite pluie ; mais qu'importe, il fait clair de lune, cela sera delicieux. Je suis ravie en pensant que nous allons respirer l'air de la campagne ; cela ne vaut-il pas mille fois mieux que d'aller dans le petit salon de Pump-Room ? Nous nous dirigerons sur Clifton, nous y dinerons ; ensuite, si nous en avons encore le tems, nous irons a Kingswerton.'",709,aligned,144171,144825,128098,128738,"Ma chere Miss Morland, ajouta-t-il, ne soyez pas si cruelle ; nous aurons un tems charmant ; vous nous remercierez, votre frere et moi, d'avoir concu ce projet qui s'est forme dans nos tetes au meme instant, je crois, pendant que nous dejeunions. Il y a deux heures que nous serions venus, sans cette maudite pluie ; mais qu'importe, il fait clair de lune, cela sera delicieux. Je suis ravie en pensant que nous allons respirer l'air de la campagne ; cela ne vaut-il pas mille fois mieux que d'aller dans le petit salon de Pump-Room ? Nous nous dirigerons sur Clifton, nous y dinerons ; ensuite, si nous en avons encore le tems, nous irons a Kingswerton. ","My sweetest Catherine, is not this
delightful? We shall have a most heavenly drive. You are to thank your
brother and me for the scheme; it darted into our heads at
breakfast-time, I verily believe at the same instant; and we should
have been off two hours ago if it had not been for this detestable
rain. But it does not signify, the nights are moonlight, and we shall
do delightfully. Oh! I am in such ecstasies at the thoughts of a little
country air and quiet! So much better than going to the Lower Rooms. We
shall drive directly to Clifton and dine there; and, as soon as dinner
is over, if there is time for it, go on to Kingsweston.""",['Toi'],"[(None, None, None)]","((None, None, None),)",vous,144264.0,144268.0
pdnc,qID,Q335-0,your brother,128199,128211,6,392,11,M_1328,"""My sweetest Catherine, is not this delightful? We shall have a most heavenly drive. You are to thank your brother and me for the scheme; it darted into our heads at breakfast-time, I verily believe at the same instant; and we should have been off two hours ago if it had not been for this detestable rain. But it does not signify, the nights are moonlight, and we shall do delightfully. Oh! I am in such ecstasies at the thoughts of a little country air and quiet! So much better than going to the Lower Rooms. We shall drive directly to Clifton and dine there; and, as soon as dinner is over, if there is time for it, go on to Kingsweston.""","'Ma chere Miss Morland, ajouta-t-il, ne soyez pas si cruelle ; nous aurons un tems charmant ; vous nous remercierez, votre frere et moi, d'avoir concu ce projet qui s'est forme dans nos tetes au meme instant, je crois, pendant que nous dejeunions. Il y a deux heures que nous serions venus, sans cette maudite pluie ; mais qu'importe, il fait clair de lune, cela sera delicieux. Je suis ravie en pensant que nous allons respirer l'air de la campagne ; cela ne vaut-il pas mille fois mieux que d'aller dans le petit salon de Pump-Room ? Nous nous dirigerons sur Clifton, nous y dinerons ; ensuite, si nous en avons encore le tems, nous irons a Kingswerton.'",709,aligned,144171,144825,128098,128738,"Ma chere Miss Morland, ajouta-t-il, ne soyez pas si cruelle ; nous aurons un tems charmant ; vous nous remercierez, votre frere et moi, d'avoir concu ce projet qui s'est forme dans nos tetes au meme instant, je crois, pendant que nous dejeunions. Il y a deux heures que nous serions venus, sans cette maudite pluie ; mais qu'importe, il fait clair de lune, cela sera delicieux. Je suis ravie en pensant que nous allons respirer l'air de la campagne ; cela ne vaut-il pas mille fois mieux que d'aller dans le petit salon de Pump-Room ? Nous nous dirigerons sur Clifton, nous y dinerons ; ensuite, si nous en avons encore le tems, nous irons a Kingswerton. ","My sweetest Catherine, is not this
delightful? We shall have a most heavenly drive. You are to thank your
brother and me for the scheme; it darted into our heads at
breakfast-time, I verily believe at the same instant; and we should
have been off two hours ago if it had not been for this detestable
rain. But it does not signify, the nights are moonlight, and we shall
do delightfully. Oh! I am in such ecstasies at the thoughts of a little
country air and quiet! So much better than going to the Lower Rooms. We
shall drive directly to Clifton and dine there; and, as soon as dinner
is over, if there is time for it, go on to Kingsweston.""",['Votre frere'],"[('Votre frere', 144287, 144298)]","(('Votre frere', 144287, 144298),)",votre frere,144287.0,144298.0
exp,exp_name,morland,Morland,128786,128793,6,393,11,M_1329,"""I doubt our being able to do so much,"" said Morland.","'-- Je doute fort que vous le puissiez, dit Catherine.'",688,aligned,144826,144879,128742,128794,"-- Je doute fort que vous le puissiez, dit Catherine. ","I doubt our being able to do so much,"" said Morland.
",['Morland'],"[(None, None, None)]","((None, None, None),)",,,
pdnc,qID,Q337-0,You croaking fellow,128797,128816,6,394,11,M_1330,"""You croaking fellow!"" cried Thorpe. ""We shall be able to do ten times more. Kingsweston! Aye, and Blaize Castle too, and anything else we can hear of; but here is your sister says she will not go.""","'-- Vous doutez toujours, s'ecria Thorpe ; nous pourrions aller dix fois plus loin : a Kingswerton d'abord, a Blaize-Castle ensuite, a d'autres endroits encore. James, voila ta soeur qui dit qu'elle ne peut venir avec nous.'",686,aligned,144880,145102,128797,128993,"-- Vous doutez toujours, s'ecria Thorpe ; nous pourrions aller dix fois plus loin : a Kingswerton d'abord, a Blaize-Castle ensuite, a d'autres endroits encore. James, voila ta soeur qui dit qu'elle ne peut venir avec nous. ","You croaking fellow!"" cried Thorpe. ""We shall be able to do ten times
more. Kingsweston! Aye, and Blaize Castle too, and anything else we can
hear of; but here is your sister says she will not go.""",['Vous croquetez Fellow'],"[(None, None, None)]","((None, None, None),)",Vous,144883.0,144887.0
exp,exp_name,thorpe,Thorpe,128825,128831,7,394,11,M_1331,"""You croaking fellow!"" cried Thorpe. ""We shall be able to do ten times more. Kingsweston! Aye, and Blaize Castle too, and anything else we can hear of; but here is your sister says she will not go.""","'-- Vous doutez toujours, s'ecria Thorpe ; nous pourrions aller dix fois plus loin : a Kingswerton d'abord, a Blaize-Castle ensuite, a d'autres endroits encore. James, voila ta soeur qui dit qu'elle ne peut venir avec nous.'",686,aligned,144880,145102,128797,128993,"-- Vous doutez toujours, s'ecria Thorpe ; nous pourrions aller dix fois plus loin : a Kingswerton d'abord, a Blaize-Castle ensuite, a d'autres endroits encore. James, voila ta soeur qui dit qu'elle ne peut venir avec nous. ","You croaking fellow!"" cried Thorpe. ""We shall be able to do ten times
more. Kingsweston! Aye, and Blaize Castle too, and anything else we can
hear of; but here is your sister says she will not go.""",['Thorpe'],"[('Thorpe', 144913, 144919)]","(('Thorpe', 144913, 144919),)",Thorpe,144913.0,144919.0
